spade-final-2026-08-23 · S2 · levy d=6 sigma=0.25 · tier=secondary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[ 611/1100] sobol                levy         seed=55  rows=12 (29.1m, eta 23m)
[ 612/1100] lhs                  levy         seed=55  rows=12 (29.1m, eta 23m)
[ 613/1100] random               levy         seed=55  rows=12 (29.1m, eta 23m)
[ 614/1100] qlognei              levy         seed=55  rows=12 (29.3m, eta 23m)
[ 615/1100] qlogei               levy         seed=55  rows=12 (29.5m, eta 23m)
[ 616/1100] doe                  levy         seed=55  rows=12 (29.5m, eta 23m)
[ 617/1100] spade_cf_m0          levy         seed=56  rows=12 (29.5m, eta 23m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 618/1100] spade_cf_m4          levy         seed=56  rows=12 (29.6m, eta 23m)
[ 619/1100] spade_cf_m8          levy         seed=56  rows=12 (29.6m, eta 23m)
[ 620/1100] spade_plate1_only    levy         seed=56  rows=12 (29.6m, eta 23m)
[ 621/1100] spade_random_plate2  levy         seed=56  rows=12 (29.7m, eta 23m)
[ 622/1100] sobol                levy         seed=56  rows=12 (29.7m, eta 23m)
[ 623/1100] lhs                  levy         seed=56  rows=12 (29.7m, eta 23m)
[ 624/1100] random               levy         seed=56  rows=12 (29.8m, eta 23m)
[ 625/1100] qlognei              levy         seed=56  rows=12 (29.9m, eta 23m)
[ 626/1100] qlogei               levy         seed=56  rows=12 (29.9m, eta 23m)
[ 627/1100] doe                  levy         seed=56  rows=12 (30.0m, eta 23m)
[ 628/1100] spade_cf_m0          levy         seed=57  rows=12 (30.0m, eta 23m)
[ 629/1100] spade_cf_m4          levy         seed=57  rows=12 (30.1m, eta 23m)
[ 630/1100] spade_cf_m8          levy         seed=57  rows=12 (30.1m, eta 22m)
[ 631/1100] spade_plate1_only    levy         seed=57  rows=12 (30.1m, eta 22m)
[ 632/1100] spade_random_plate2  levy         seed=57  rows=12 (30.2m, eta 22m)
[ 633/1100] sobol                levy         seed=57  rows=12 (30.2m, eta 22m)
[ 634/1100] lhs                  levy         seed=57  rows=12 (30.2m, eta 22m)
[ 635/1100] random               levy         seed=57  rows=12 (30.2m, eta 22m)
[ 636/1100] qlognei              levy         seed=57  rows=12 (30.3m, eta 22m)
[ 637/1100] qlogei               levy         seed=57  rows=12 (30.4m, eta 22m)
[ 638/1100] doe                  levy         seed=57  rows=12 (30.5m, eta 22m)
[ 639/1100] spade_cf_m0          levy         seed=58  rows=12 (30.5m, eta 22m)
[ 640/1100] spade_cf_m4          levy         seed=58  rows=12 (30.5m, eta 22m)
[ 641/1100] spade_cf_m8          levy         seed=58  rows=12 (30.5m, eta 22m)
[ 642/1100] spade_plate1_only    levy         seed=58  rows=12 (30.6m, eta 22m)
[ 643/1100] spade_random_plate2  levy         seed=58  rows=12 (30.6m, eta 22m)
[ 644/1100] sobol                levy         seed=58  rows=12 (30.6m, eta 22m)
[ 645/1100] lhs                  levy         seed=58  rows=12 (30.6m, eta 22m)
[ 646/1100] random               levy         seed=58  rows=12 (30.7m, eta 22m)
[ 647/1100] qlognei              levy         seed=58  rows=12 (30.8m, eta 22m)
[ 648/1100] qlogei               levy         seed=58  rows=12 (30.9m, eta 22m)
[ 649/1100] doe                  levy         seed=58  rows=12 (30.9m, eta 21m)
[ 650/1100] spade_cf_m0          levy         seed=59  rows=12 (30.9m, eta 21m)
[ 651/1100] spade_cf_m4          levy         seed=59  rows=12 (31.0m, eta 21m)
[ 652/1100] spade_cf_m8          levy         seed=59  rows=12 (31.0m, eta 21m)
[ 653/1100] spade_plate1_only    levy         seed=59  rows=12 (31.0m, eta 21m)
[ 654/1100] spade_random_plate2  levy         seed=59  rows=12 (31.0m, eta 21m)
[ 655/1100] sobol                levy         seed=59  rows=12 (31.1m, eta 21m)
[ 656/1100] lhs                  levy         seed=59  rows=12 (31.1m, eta 21m)
[ 657/1100] random               levy         seed=59  rows=12 (31.1m, eta 21m)
[ 658/1100] qlognei              levy         seed=59  rows=12 (31.3m, eta 21m)
[ 659/1100] qlogei               levy         seed=59  rows=12 (31.4m, eta 21m)
[ 660/1100] doe                  levy         seed=59  rows=12 (31.4m, eta 21m)
[ 661/1100] spade_cf_m0          levy         seed=60  rows=12 (31.5m, eta 21m)
[ 662/1100] spade_cf_m4          levy         seed=60  rows=12 (31.5m, eta 21m)
[ 663/1100] spade_cf_m8          levy         seed=60  rows=12 (31.5m, eta 21m)
[ 664/1100] spade_plate1_only    levy         seed=60  rows=12 (31.6m, eta 21m)
[ 665/1100] spade_random_plate2  levy         seed=60  rows=12 (31.6m, eta 21m)
[ 666/1100] sobol                levy         seed=60  rows=12 (31.6m, eta 21m)
[ 667/1100] lhs                  levy         seed=60  rows=12 (31.7m, eta 21m)
[ 668/1100] random               levy         seed=60  rows=12 (31.7m, eta 20m)
[ 669/1100] qlognei              levy         seed=60  rows=12 (31.8m, eta 20m)
[ 670/1100] qlogei               levy         seed=60  rows=12 (31.9m, eta 20m)
[ 671/1100] doe                  levy         seed=60  rows=12 (32.0m, eta 20m)
[ 672/1100] spade_cf_m0          levy         seed=61  rows=12 (32.0m, eta 20m)
[ 673/1100] spade_cf_m4          levy         seed=61  rows=12 (32.0m, eta 20m)
[ 674/1100] spade_cf_m8          levy         seed=61  rows=12 (32.0m, eta 20m)
[ 675/1100] spade_plate1_only    levy         seed=61  rows=12 (32.1m, eta 20m)
[ 676/1100] spade_random_plate2  levy         seed=61  rows=12 (32.1m, eta 20m)
[ 677/1100] sobol                levy         seed=61  rows=12 (32.1m, eta 20m)
[ 678/1100] lhs                  levy         seed=61  rows=12 (32.2m, eta 20m)
[ 679/1100] random               levy         seed=61  rows=12 (32.2m, eta 20m)
[ 680/1100] qlognei              levy         seed=61  rows=12 (32.3m, eta 20m)
[ 681/1100] qlogei               levy         seed=61  rows=12 (32.3m, eta 20m)
[ 682/1100] doe                  levy         seed=61  rows=12 (32.3m, eta 20m)
[ 683/1100] spade_cf_m0          levy         seed=62  rows=12 (32.4m, eta 20m)
[ 684/1100] spade_cf_m4          levy         seed=62  rows=12 (32.4m, eta 20m)
[ 685/1100] spade_cf_m8          levy         seed=62  rows=12 (32.4m, eta 20m)
[ 686/1100] spade_plate1_only    levy         seed=62  rows=12 (32.5m, eta 20m)
[ 687/1100] spade_random_plate2  levy         seed=62  rows=12 (32.5m, eta 20m)
[ 688/1100] sobol                levy         seed=62  rows=12 (32.5m, eta 19m)
[ 689/1100] lhs                  levy         seed=62  rows=12 (32.5m, eta 19m)
[ 690/1100] random               levy         seed=62  rows=12 (32.6m, eta 19m)
[ 691/1100] qlognei              levy         seed=62  rows=12 (32.7m, eta 19m)
[ 692/1100] qlogei               levy         seed=62  rows=12 (32.8m, eta 19m)
[ 693/1100] doe                  levy         seed=62  rows=12 (32.8m, eta 19m)
[ 694/1100] spade_cf_m0          levy         seed=63  rows=12 (32.8m, eta 19m)
[ 695/1100] spade_cf_m4          levy         seed=63  rows=12 (32.9m, eta 19m)
[ 696/1100] spade_cf_m8          levy         seed=63  rows=12 (32.9m, eta 19m)
[ 697/1100] spade_plate1_only    levy         seed=63  rows=12 (32.9m, eta 19m)
[ 698/1100] spade_random_plate2  levy         seed=63  rows=12 (33.0m, eta 19m)
[ 699/1100] sobol                levy         seed=63  rows=12 (33.0m, eta 19m)
[ 700/1100] lhs                  levy         seed=63  rows=12 (33.1m, eta 19m)
[ 701/1100] random               levy         seed=63  rows=12 (33.1m, eta 19m)
[ 702/1100] qlognei              levy         seed=63  rows=12 (33.2m, eta 19m)
[ 703/1100] qlogei               levy         seed=63  rows=12 (33.3m, eta 19m)
[ 704/1100] doe                  levy         seed=63  rows=12 (33.3m, eta 19m)
[ 705/1100] spade_cf_m0          levy         seed=64  rows=12 (33.4m, eta 19m)
[ 706/1100] spade_cf_m4          levy         seed=64  rows=12 (33.4m, eta 19m)
[ 707/1100] spade_cf_m8          levy         seed=64  rows=12 (33.4m, eta 19m)
[ 708/1100] spade_plate1_only    levy         seed=64  rows=12 (33.5m, eta 19m)
[ 709/1100] spade_random_plate2  levy         seed=64  rows=12 (33.5m, eta 18m)
[ 710/1100] sobol                levy         seed=64  rows=12 (33.5m, eta 18m)
[ 711/1100] lhs                  levy         seed=64  rows=12 (33.6m, eta 18m)
[ 712/1100] random               levy         seed=64  rows=12 (33.6m, eta 18m)
[ 713/1100] qlognei              levy         seed=64  rows=12 (33.7m, eta 18m)
[ 714/1100] qlogei               levy         seed=64  rows=12 (33.8m, eta 18m)
[ 715/1100] doe                  levy         seed=64  rows=12 (33.9m, eta 18m)
[ 716/1100] spade_cf_m0          levy         seed=65  rows=12 (33.9m, eta 18m)
[ 717/1100] spade_cf_m4          levy         seed=65  rows=12 (33.9m, eta 18m)
[ 718/1100] spade_cf_m8          levy         seed=65  rows=12 (34.0m, eta 18m)
[ 719/1100] spade_plate1_only    levy         seed=65  rows=12 (34.0m, eta 18m)
[ 720/1100] spade_random_plate2  levy         seed=65  rows=12 (34.0m, eta 18m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed on the second try, after generating a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 721/1100] sobol                levy         seed=65  rows=12 (34.1m, eta 18m)
[ 722/1100] lhs                  levy         seed=65  rows=12 (34.1m, eta 18m)
[ 723/1100] random               levy         seed=65  rows=12 (34.1m, eta 18m)
[ 724/1100] qlognei              levy         seed=65  rows=12 (34.3m, eta 18m)
[ 725/1100] qlogei               levy         seed=65  rows=12 (34.4m, eta 18m)
[ 726/1100] doe                  levy         seed=65  rows=12 (34.5m, eta 18m)
[ 727/1100] spade_cf_m0          levy         seed=66  rows=12 (34.5m, eta 18m)
[ 728/1100] spade_cf_m4          levy         seed=66  rows=12 (34.5m, eta 18m)
[ 729/1100] spade_cf_m8          levy         seed=66  rows=12 (34.6m, eta 18m)
[ 730/1100] spade_plate1_only    levy         seed=66  rows=12 (34.6m, eta 18m)
[ 731/1100] spade_random_plate2  levy         seed=66  rows=12 (34.6m, eta 17m)
[ 732/1100] sobol                levy         seed=66  rows=12 (34.6m, eta 17m)
[ 733/1100] lhs                  levy         seed=66  rows=12 (34.7m, eta 17m)
[ 734/1100] random               levy         seed=66  rows=12 (34.7m, eta 17m)
[ 735/1100] qlognei              levy         seed=66  rows=12 (34.8m, eta 17m)
[ 736/1100] qlogei               levy         seed=66  rows=12 (34.9m, eta 17m)
[ 737/1100] doe                  levy         seed=66  rows=12 (34.9m, eta 17m)
[ 738/1100] spade_cf_m0          levy         seed=67  rows=12 (35.0m, eta 17m)
[ 739/1100] spade_cf_m4          levy         seed=67  rows=12 (35.0m, eta 17m)
[ 740/1100] spade_cf_m8          levy         seed=67  rows=12 (35.0m, eta 17m)
[ 741/1100] spade_plate1_only    levy         seed=67  rows=12 (35.0m, eta 17m)
[ 742/1100] spade_random_plate2  levy         seed=67  rows=12 (35.1m, eta 17m)
[ 743/1100] sobol                levy         seed=67  rows=12 (35.1m, eta 17m)
[ 744/1100] lhs                  levy         seed=67  rows=12 (35.1m, eta 17m)
[ 745/1100] random               levy         seed=67  rows=12 (35.1m, eta 17m)
[ 746/1100] qlognei              levy         seed=67  rows=12 (35.3m, eta 17m)
[ 747/1100] qlogei               levy         seed=67  rows=12 (35.4m, eta 17m)
[ 748/1100] doe                  levy         seed=67  rows=12 (35.5m, eta 17m)
[ 749/1100] spade_cf_m0          levy         seed=68  rows=12 (35.5m, eta 17m)
[ 750/1100] spade_cf_m4          levy         seed=68  rows=12 (35.5m, eta 17m)
[ 751/1100] spade_cf_m8          levy         seed=68  rows=12 (35.6m, eta 17m)
[ 752/1100] spade_plate1_only    levy         seed=68  rows=12 (35.6m, eta 16m)
[ 753/1100] spade_random_plate2  levy         seed=68  rows=12 (35.7m, eta 16m)
[ 754/1100] sobol                levy         seed=68  rows=12 (35.7m, eta 16m)
[ 755/1100] lhs                  levy         seed=68  rows=12 (35.7m, eta 16m)
[ 756/1100] random               levy         seed=68  rows=12 (35.8m, eta 16m)
[ 757/1100] qlognei              levy         seed=68  rows=12 (35.9m, eta 16m)
[ 758/1100] qlogei               levy         seed=68  rows=12 (35.9m, eta 16m)
[ 759/1100] doe                  levy         seed=68  rows=12 (36.0m, eta 16m)
[ 760/1100] spade_cf_m0          levy         seed=69  rows=12 (36.0m, eta 16m)
[ 761/1100] spade_cf_m4          levy         seed=69  rows=12 (36.1m, eta 16m)
[ 762/1100] spade_cf_m8          levy         seed=69  rows=12 (36.1m, eta 16m)
[ 763/1100] spade_plate1_only    levy         seed=69  rows=12 (36.1m, eta 16m)
[ 764/1100] spade_random_plate2  levy         seed=69  rows=12 (36.2m, eta 16m)
[ 765/1100] sobol                levy         seed=69  rows=12 (36.2m, eta 16m)
[ 766/1100] lhs                  levy         seed=69  rows=12 (36.2m, eta 16m)
[ 767/1100] random               levy         seed=69  rows=12 (36.3m, eta 16m)
[ 768/1100] qlognei              levy         seed=69  rows=12 (36.4m, eta 16m)
[ 769/1100] qlogei               levy         seed=69  rows=12 (36.6m, eta 16m)
[ 770/1100] doe                  levy         seed=69  rows=12 (36.6m, eta 16m)
[ 771/1100] spade_cf_m0          levy         seed=70  rows=12 (36.6m, eta 16m)
[ 772/1100] spade_cf_m4          levy         seed=70  rows=12 (36.7m, eta 16m)
[ 773/1100] spade_cf_m8          levy         seed=70  rows=12 (36.7m, eta 16m)
[ 774/1100] spade_plate1_only    levy         seed=70  rows=12 (36.7m, eta 15m)
[ 775/1100] spade_random_plate2  levy         seed=70  rows=12 (36.8m, eta 15m)
[ 776/1100] sobol                levy         seed=70  rows=12 (36.8m, eta 15m)
[ 777/1100] lhs                  levy         seed=70  rows=12 (36.8m, eta 15m)
[ 778/1100] random               levy         seed=70  rows=12 (36.9m, eta 15m)
[ 779/1100] qlognei              levy         seed=70  rows=12 (37.0m, eta 15m)
[ 780/1100] qlogei               levy         seed=70  rows=12 (37.0m, eta 15m)
[ 781/1100] doe                  levy         seed=70  rows=12 (37.1m, eta 15m)
[ 782/1100] spade_cf_m0          levy         seed=71  rows=12 (37.1m, eta 15m)
[ 783/1100] spade_cf_m4          levy         seed=71  rows=12 (37.1m, eta 15m)
[ 784/1100] spade_cf_m8          levy         seed=71  rows=12 (37.2m, eta 15m)
[ 785/1100] spade_plate1_only    levy         seed=71  rows=12 (37.2m, eta 15m)
[ 786/1100] spade_random_plate2  levy         seed=71  rows=12 (37.2m, eta 15m)
[ 787/1100] sobol                levy         seed=71  rows=12 (37.3m, eta 15m)
[ 788/1100] lhs                  levy         seed=71  rows=12 (37.3m, eta 15m)
[ 789/1100] random               levy         seed=71  rows=12 (37.3m, eta 15m)
[ 790/1100] qlognei              levy         seed=71  rows=12 (37.4m, eta 15m)
[ 791/1100] qlogei               levy         seed=71  rows=12 (37.5m, eta 15m)
[ 792/1100] doe                  levy         seed=71  rows=12 (37.6m, eta 15m)
[ 793/1100] spade_cf_m0          levy         seed=72  rows=12 (37.6m, eta 15m)
[ 794/1100] spade_cf_m4          levy         seed=72  rows=12 (37.6m, eta 15m)
[ 795/1100] spade_cf_m8          levy         seed=72  rows=12 (37.7m, eta 14m)
[ 796/1100] spade_plate1_only    levy         seed=72  rows=12 (37.7m, eta 14m)
[ 797/1100] spade_random_plate2  levy         seed=72  rows=12 (37.7m, eta 14m)
[ 798/1100] sobol                levy         seed=72  rows=12 (37.7m, eta 14m)
[ 799/1100] lhs                  levy         seed=72  rows=12 (37.8m, eta 14m)
[ 800/1100] random               levy         seed=72  rows=12 (37.8m, eta 14m)
[ 801/1100] qlognei              levy         seed=72  rows=12 (37.9m, eta 14m)
[ 802/1100] qlogei               levy         seed=72  rows=12 (38.0m, eta 14m)
[ 803/1100] doe                  levy         seed=72  rows=12 (38.1m, eta 14m)
[ 804/1100] spade_cf_m0          levy         seed=73  rows=12 (38.1m, eta 14m)
[ 805/1100] spade_cf_m4          levy         seed=73  rows=12 (38.1m, eta 14m)
[ 806/1100] spade_cf_m8          levy         seed=73  rows=12 (38.1m, eta 14m)
[ 807/1100] spade_plate1_only    levy         seed=73  rows=12 (38.2m, eta 14m)
[ 808/1100] spade_random_plate2  levy         seed=73  rows=12 (38.2m, eta 14m)
[ 809/1100] sobol                levy         seed=73  rows=12 (38.2m, eta 14m)
[ 810/1100] lhs                  levy         seed=73  rows=12 (38.3m, eta 14m)
[ 811/1100] random               levy         seed=73  rows=12 (38.3m, eta 14m)
[ 812/1100] qlognei              levy         seed=73  rows=12 (38.4m, eta 14m)
[ 813/1100] qlogei               levy         seed=73  rows=12 (38.5m, eta 14m)
[ 814/1100] doe                  levy         seed=73  rows=12 (38.5m, eta 14m)
[ 815/1100] spade_cf_m0          levy         seed=74  rows=12 (38.5m, eta 13m)
[ 816/1100] spade_cf_m4          levy         seed=74  rows=12 (38.6m, eta 13m)
[ 817/1100] spade_cf_m8          levy         seed=74  rows=12 (38.6m, eta 13m)
[ 818/1100] spade_plate1_only    levy         seed=74  rows=12 (38.6m, eta 13m)
[ 819/1100] spade_random_plate2  levy         seed=74  rows=12 (38.6m, eta 13m)
[ 820/1100] sobol                levy         seed=74  rows=12 (38.7m, eta 13m)
[ 821/1100] lhs                  levy         seed=74  rows=12 (38.7m, eta 13m)
[ 822/1100] random               levy         seed=74  rows=12 (38.7m, eta 13m)
[ 823/1100] qlognei              levy         seed=74  rows=12 (38.8m, eta 13m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 824/1100] qlogei               levy         seed=74  rows=12 (38.9m, eta 13m)
[ 825/1100] doe                  levy         seed=74  rows=12 (39.0m, eta 13m)
[ 826/1100] spade_cf_m0          levy         seed=75  rows=12 (39.0m, eta 13m)
[ 827/1100] spade_cf_m4          levy         seed=75  rows=12 (39.0m, eta 13m)
[ 828/1100] spade_cf_m8          levy         seed=75  rows=12 (39.0m, eta 13m)
[ 829/1100] spade_plate1_only    levy         seed=75  rows=12 (39.1m, eta 13m)
[ 830/1100] spade_random_plate2  levy         seed=75  rows=12 (39.1m, eta 13m)
[ 831/1100] sobol                levy         seed=75  rows=12 (39.1m, eta 13m)
[ 832/1100] lhs                  levy         seed=75  rows=12 (39.1m, eta 13m)
[ 833/1100] random               levy         seed=75  rows=12 (39.2m, eta 13m)
[ 834/1100] qlognei              levy         seed=75  rows=12 (39.3m, eta 13m)
[ 835/1100] qlogei               levy         seed=75  rows=12 (39.3m, eta 12m)
[ 836/1100] doe                  levy         seed=75  rows=12 (39.4m, eta 12m)
[ 837/1100] spade_cf_m0          levy         seed=76  rows=12 (39.4m, eta 12m)
[ 838/1100] spade_cf_m4          levy         seed=76  rows=12 (39.4m, eta 12m)
[ 839/1100] spade_cf_m8          levy         seed=76  rows=12 (39.5m, eta 12m)
[ 840/1100] spade_plate1_only    levy         seed=76  rows=12 (39.5m, eta 12m)
[ 841/1100] spade_random_plate2  levy         seed=76  rows=12 (39.5m, eta 12m)
[ 842/1100] sobol                levy         seed=76  rows=12 (39.5m, eta 12m)
[ 843/1100] lhs                  levy         seed=76  rows=12 (39.6m, eta 12m)
[ 844/1100] random               levy         seed=76  rows=12 (39.6m, eta 12m)
[ 845/1100] qlognei              levy         seed=76  rows=12 (39.7m, eta 12m)
[ 846/1100] qlogei               levy         seed=76  rows=12 (39.8m, eta 12m)
[ 847/1100] doe                  levy         seed=76  rows=12 (39.8m, eta 12m)
[ 848/1100] spade_cf_m0          levy         seed=77  rows=12 (39.8m, eta 12m)
[ 849/1100] spade_cf_m4          levy         seed=77  rows=12 (39.9m, eta 12m)
[ 850/1100] spade_cf_m8          levy         seed=77  rows=12 (39.9m, eta 12m)
[ 851/1100] spade_plate1_only    levy         seed=77  rows=12 (39.9m, eta 12m)
[ 852/1100] spade_random_plate2  levy         seed=77  rows=12 (40.0m, eta 12m)
[ 853/1100] sobol                levy         seed=77  rows=12 (40.0m, eta 12m)
[ 854/1100] lhs                  levy         seed=77  rows=12 (40.0m, eta 12m)
[ 855/1100] random               levy         seed=77  rows=12 (40.1m, eta 11m)
[ 856/1100] qlognei              levy         seed=77  rows=12 (40.2m, eta 11m)
[ 857/1100] qlogei               levy         seed=77  rows=12 (40.3m, eta 11m)
[ 858/1100] doe                  levy         seed=77  rows=12 (40.3m, eta 11m)
[ 859/1100] spade_cf_m0          levy         seed=78  rows=12 (40.4m, eta 11m)
[ 860/1100] spade_cf_m4          levy         seed=78  rows=12 (40.4m, eta 11m)
[ 861/1100] spade_cf_m8          levy         seed=78  rows=12 (40.4m, eta 11m)
[ 862/1100] spade_plate1_only    levy         seed=78  rows=12 (40.5m, eta 11m)
[ 863/1100] spade_random_plate2  levy         seed=78  rows=12 (40.5m, eta 11m)
[ 864/1100] sobol                levy         seed=78  rows=12 (40.5m, eta 11m)
[ 865/1100] lhs                  levy         seed=78  rows=12 (40.6m, eta 11m)
[ 866/1100] random               levy         seed=78  rows=12 (40.6m, eta 11m)
[ 867/1100] qlognei              levy         seed=78  rows=12 (40.7m, eta 11m)
[ 868/1100] qlogei               levy         seed=78  rows=12 (40.8m, eta 11m)
[ 869/1100] doe                  levy         seed=78  rows=12 (40.8m, eta 11m)
[ 870/1100] spade_cf_m0          levy         seed=79  rows=12 (40.8m, eta 11m)
[ 871/1100] spade_cf_m4          levy         seed=79  rows=12 (40.9m, eta 11m)
[ 872/1100] spade_cf_m8          levy         seed=79  rows=12 (40.9m, eta 11m)
[ 873/1100] spade_plate1_only    levy         seed=79  rows=12 (41.0m, eta 11m)
[ 874/1100] spade_random_plate2  levy         seed=79  rows=12 (41.0m, eta 11m)
[ 875/1100] sobol                levy         seed=79  rows=12 (41.0m, eta 11m)
[ 876/1100] lhs                  levy         seed=79  rows=12 (41.1m, eta 10m)
[ 877/1100] random               levy         seed=79  rows=12 (41.1m, eta 10m)
[ 878/1100] qlognei              levy         seed=79  rows=12 (41.2m, eta 10m)
[ 879/1100] qlogei               levy         seed=79  rows=12 (41.3m, eta 10m)
[ 880/1100] doe                  levy         seed=79  rows=12 (41.3m, eta 10m)
[ 881/1100] spade_cf_m0          levy         seed=80  rows=12 (41.4m, eta 10m)
[ 882/1100] spade_cf_m4          levy         seed=80  rows=12 (41.4m, eta 10m)
[ 883/1100] spade_cf_m8          levy         seed=80  rows=12 (41.4m, eta 10m)
[ 884/1100] spade_plate1_only    levy         seed=80  rows=12 (41.5m, eta 10m)
[ 885/1100] spade_random_plate2  levy         seed=80  rows=12 (41.5m, eta 10m)
[ 886/1100] sobol                levy         seed=80  rows=12 (41.5m, eta 10m)
[ 887/1100] lhs                  levy         seed=80  rows=12 (41.5m, eta 10m)
[ 888/1100] random               levy         seed=80  rows=12 (41.6m, eta 10m)
[ 889/1100] qlognei              levy         seed=80  rows=12 (41.7m, eta 10m)
[ 890/1100] qlogei               levy         seed=80  rows=12 (41.8m, eta 10m)
[ 891/1100] doe                  levy         seed=80  rows=12 (41.8m, eta 10m)
[ 892/1100] spade_cf_m0          levy         seed=81  rows=12 (41.8m, eta 10m)
[ 893/1100] spade_cf_m4          levy         seed=81  rows=12 (41.8m, eta 10m)
[ 894/1100] spade_cf_m8          levy         seed=81  rows=12 (41.9m, eta 10m)
[ 895/1100] spade_plate1_only    levy         seed=81  rows=12 (41.9m, eta 10m)
[ 896/1100] spade_random_plate2  levy         seed=81  rows=12 (41.9m, eta 10m)
[ 897/1100] sobol                levy         seed=81  rows=12 (41.9m, eta 9m)
[ 898/1100] lhs                  levy         seed=81  rows=12 (42.0m, eta 9m)
[ 899/1100] random               levy         seed=81  rows=12 (42.0m, eta 9m)
[ 900/1100] qlognei              levy         seed=81  rows=12 (42.1m, eta 9m)
[ 901/1100] qlogei               levy         seed=81  rows=12 (42.2m, eta 9m)
[ 902/1100] doe                  levy         seed=81  rows=12 (42.3m, eta 9m)
[ 903/1100] spade_cf_m0          levy         seed=82  rows=12 (42.3m, eta 9m)
[ 904/1100] spade_cf_m4          levy         seed=82  rows=12 (42.3m, eta 9m)
[ 905/1100] spade_cf_m8          levy         seed=82  rows=12 (42.4m, eta 9m)
[ 906/1100] spade_plate1_only    levy         seed=82  rows=12 (42.4m, eta 9m)
[ 907/1100] spade_random_plate2  levy         seed=82  rows=12 (42.4m, eta 9m)
[ 908/1100] sobol                levy         seed=82  rows=12 (42.4m, eta 9m)
[ 909/1100] lhs                  levy         seed=82  rows=12 (42.5m, eta 9m)
[ 910/1100] random               levy         seed=82  rows=12 (42.5m, eta 9m)
[ 911/1100] qlognei              levy         seed=82  rows=12 (42.6m, eta 9m)
[ 912/1100] qlogei               levy         seed=82  rows=12 (42.7m, eta 9m)
[ 913/1100] doe                  levy         seed=82  rows=12 (42.7m, eta 9m)
[ 914/1100] spade_cf_m0          levy         seed=83  rows=12 (42.8m, eta 9m)
[ 915/1100] spade_cf_m4          levy         seed=83  rows=12 (42.8m, eta 9m)
[ 916/1100] spade_cf_m8          levy         seed=83  rows=12 (42.8m, eta 9m)
[ 917/1100] spade_plate1_only    levy         seed=83  rows=12 (42.8m, eta 9m)
[ 918/1100] spade_random_plate2  levy         seed=83  rows=12 (42.9m, eta 8m)
[ 919/1100] sobol                levy         seed=83  rows=12 (42.9m, eta 8m)
[ 920/1100] lhs                  levy         seed=83  rows=12 (42.9m, eta 8m)
[ 921/1100] random               levy         seed=83  rows=12 (43.0m, eta 8m)
[ 922/1100] qlognei              levy         seed=83  rows=12 (43.1m, eta 8m)
[ 923/1100] qlogei               levy         seed=83  rows=12 (43.1m, eta 8m)
[ 924/1100] doe                  levy         seed=83  rows=12 (43.2m, eta 8m)
[ 925/1100] spade_cf_m0          levy         seed=84  rows=12 (43.2m, eta 8m)
[ 926/1100] spade_cf_m4          levy         seed=84  rows=12 (43.2m, eta 8m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[NumericalWarning('A not p.d., added jitter of 1.0e-08 to the diagonal'), OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed on the second try, after generating a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 927/1100] spade_cf_m8          levy         seed=84  rows=12 (43.3m, eta 8m)
[ 928/1100] spade_plate1_only    levy         seed=84  rows=12 (43.3m, eta 8m)
