spade-final-2026-08-23 · C3 · hartmann6 d=6 sigma=0.25 · tier=primary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[ 625/1100] qlognei              hartmann6    seed=56  rows=12 (31.2m, eta 24m)
[ 626/1100] qlogei               hartmann6    seed=56  rows=12 (31.3m, eta 24m)
[ 627/1100] doe                  hartmann6    seed=56  rows=12 (31.3m, eta 24m)
[ 628/1100] spade_cf_m0          hartmann6    seed=57  rows=12 (31.4m, eta 24m)
[ 629/1100] spade_cf_m4          hartmann6    seed=57  rows=12 (31.4m, eta 24m)
[ 630/1100] spade_cf_m8          hartmann6    seed=57  rows=12 (31.4m, eta 23m)
[ 631/1100] spade_plate1_only    hartmann6    seed=57  rows=12 (31.5m, eta 23m)
[ 632/1100] spade_random_plate2  hartmann6    seed=57  rows=12 (31.5m, eta 23m)
[ 633/1100] sobol                hartmann6    seed=57  rows=12 (31.5m, eta 23m)
[ 634/1100] lhs                  hartmann6    seed=57  rows=12 (31.5m, eta 23m)
[ 635/1100] random               hartmann6    seed=57  rows=12 (31.6m, eta 23m)
[ 636/1100] qlognei              hartmann6    seed=57  rows=12 (31.8m, eta 23m)
[ 637/1100] qlogei               hartmann6    seed=57  rows=12 (31.9m, eta 23m)
[ 638/1100] doe                  hartmann6    seed=57  rows=12 (31.9m, eta 23m)
[ 639/1100] spade_cf_m0          hartmann6    seed=58  rows=12 (31.9m, eta 23m)
[ 640/1100] spade_cf_m4          hartmann6    seed=58  rows=12 (32.0m, eta 23m)
[ 641/1100] spade_cf_m8          hartmann6    seed=58  rows=12 (32.0m, eta 23m)
[ 642/1100] spade_plate1_only    hartmann6    seed=58  rows=12 (32.0m, eta 23m)
[ 643/1100] spade_random_plate2  hartmann6    seed=58  rows=12 (32.0m, eta 23m)
[ 644/1100] sobol                hartmann6    seed=58  rows=12 (32.0m, eta 23m)
[ 645/1100] lhs                  hartmann6    seed=58  rows=12 (32.1m, eta 23m)
[ 646/1100] random               hartmann6    seed=58  rows=12 (32.1m, eta 23m)
[ 647/1100] qlognei              hartmann6    seed=58  rows=12 (32.3m, eta 23m)
[ 648/1100] qlogei               hartmann6    seed=58  rows=12 (32.4m, eta 23m)
[ 649/1100] doe                  hartmann6    seed=58  rows=12 (32.4m, eta 23m)
[ 650/1100] spade_cf_m0          hartmann6    seed=59  rows=12 (32.4m, eta 22m)
[ 651/1100] spade_cf_m4          hartmann6    seed=59  rows=12 (32.4m, eta 22m)
[ 652/1100] spade_cf_m8          hartmann6    seed=59  rows=12 (32.5m, eta 22m)
[ 653/1100] spade_plate1_only    hartmann6    seed=59  rows=12 (32.5m, eta 22m)
[ 654/1100] spade_random_plate2  hartmann6    seed=59  rows=12 (32.5m, eta 22m)
[ 655/1100] sobol                hartmann6    seed=59  rows=12 (32.5m, eta 22m)
[ 656/1100] lhs                  hartmann6    seed=59  rows=12 (32.6m, eta 22m)
[ 657/1100] random               hartmann6    seed=59  rows=12 (32.6m, eta 22m)
[ 658/1100] qlognei              hartmann6    seed=59  rows=12 (32.8m, eta 22m)
[ 659/1100] qlogei               hartmann6    seed=59  rows=12 (32.9m, eta 22m)
[ 660/1100] doe                  hartmann6    seed=59  rows=12 (32.9m, eta 22m)
[ 661/1100] spade_cf_m0          hartmann6    seed=60  rows=12 (32.9m, eta 22m)
[ 662/1100] spade_cf_m4          hartmann6    seed=60  rows=12 (33.0m, eta 22m)
[ 663/1100] spade_cf_m8          hartmann6    seed=60  rows=12 (33.0m, eta 22m)
[ 664/1100] spade_plate1_only    hartmann6    seed=60  rows=12 (33.0m, eta 22m)
[ 665/1100] spade_random_plate2  hartmann6    seed=60  rows=12 (33.0m, eta 22m)
[ 666/1100] sobol                hartmann6    seed=60  rows=12 (33.1m, eta 22m)
[ 667/1100] lhs                  hartmann6    seed=60  rows=12 (33.1m, eta 21m)
[ 668/1100] random               hartmann6    seed=60  rows=12 (33.1m, eta 21m)
[ 669/1100] qlognei              hartmann6    seed=60  rows=12 (33.2m, eta 21m)
[ 670/1100] qlogei               hartmann6    seed=60  rows=12 (33.3m, eta 21m)
[ 671/1100] doe                  hartmann6    seed=60  rows=12 (33.4m, eta 21m)
[ 672/1100] spade_cf_m0          hartmann6    seed=61  rows=12 (33.4m, eta 21m)
[ 673/1100] spade_cf_m4          hartmann6    seed=61  rows=12 (33.4m, eta 21m)
[ 674/1100] spade_cf_m8          hartmann6    seed=61  rows=12 (33.4m, eta 21m)
[ 675/1100] spade_plate1_only    hartmann6    seed=61  rows=12 (33.5m, eta 21m)
[ 676/1100] spade_random_plate2  hartmann6    seed=61  rows=12 (33.5m, eta 21m)
[ 677/1100] sobol                hartmann6    seed=61  rows=12 (33.5m, eta 21m)
[ 678/1100] lhs                  hartmann6    seed=61  rows=12 (33.5m, eta 21m)
[ 679/1100] random               hartmann6    seed=61  rows=12 (33.6m, eta 21m)
[ 680/1100] qlognei              hartmann6    seed=61  rows=12 (33.7m, eta 21m)
[ 681/1100] qlogei               hartmann6    seed=61  rows=12 (33.8m, eta 21m)
[ 682/1100] doe                  hartmann6    seed=61  rows=12 (33.8m, eta 21m)
[ 683/1100] spade_cf_m0          hartmann6    seed=62  rows=12 (33.9m, eta 21m)
[ 684/1100] spade_cf_m4          hartmann6    seed=62  rows=12 (33.9m, eta 21m)
[ 685/1100] spade_cf_m8          hartmann6    seed=62  rows=12 (33.9m, eta 21m)
[ 686/1100] spade_plate1_only    hartmann6    seed=62  rows=12 (34.0m, eta 20m)
[ 687/1100] spade_random_plate2  hartmann6    seed=62  rows=12 (34.0m, eta 20m)
[ 688/1100] sobol                hartmann6    seed=62  rows=12 (34.0m, eta 20m)
[ 689/1100] lhs                  hartmann6    seed=62  rows=12 (34.0m, eta 20m)
[ 690/1100] random               hartmann6    seed=62  rows=12 (34.1m, eta 20m)
[ 691/1100] qlognei              hartmann6    seed=62  rows=12 (34.2m, eta 20m)
[ 692/1100] qlogei               hartmann6    seed=62  rows=12 (34.3m, eta 20m)
[ 693/1100] doe                  hartmann6    seed=62  rows=12 (34.4m, eta 20m)
[ 694/1100] spade_cf_m0          hartmann6    seed=63  rows=12 (34.4m, eta 20m)
[ 695/1100] spade_cf_m4          hartmann6    seed=63  rows=12 (34.4m, eta 20m)
[ 696/1100] spade_cf_m8          hartmann6    seed=63  rows=12 (34.5m, eta 20m)
[ 697/1100] spade_plate1_only    hartmann6    seed=63  rows=12 (34.5m, eta 20m)
[ 698/1100] spade_random_plate2  hartmann6    seed=63  rows=12 (34.5m, eta 20m)
[ 699/1100] sobol                hartmann6    seed=63  rows=12 (34.5m, eta 20m)
[ 700/1100] lhs                  hartmann6    seed=63  rows=12 (34.6m, eta 20m)
[ 701/1100] random               hartmann6    seed=63  rows=12 (34.6m, eta 20m)
[ 702/1100] qlognei              hartmann6    seed=63  rows=12 (34.8m, eta 20m)
[ 703/1100] qlogei               hartmann6    seed=63  rows=12 (34.9m, eta 20m)
[ 704/1100] doe                  hartmann6    seed=63  rows=12 (34.9m, eta 20m)
[ 705/1100] spade_cf_m0          hartmann6    seed=64  rows=12 (35.0m, eta 20m)
[ 706/1100] spade_cf_m4          hartmann6    seed=64  rows=12 (35.0m, eta 20m)
[ 707/1100] spade_cf_m8          hartmann6    seed=64  rows=12 (35.0m, eta 19m)
[ 708/1100] spade_plate1_only    hartmann6    seed=64  rows=12 (35.0m, eta 19m)
[ 709/1100] spade_random_plate2  hartmann6    seed=64  rows=12 (35.1m, eta 19m)
[ 710/1100] sobol                hartmann6    seed=64  rows=12 (35.1m, eta 19m)
[ 711/1100] lhs                  hartmann6    seed=64  rows=12 (35.1m, eta 19m)
[ 712/1100] random               hartmann6    seed=64  rows=12 (35.1m, eta 19m)
[ 713/1100] qlognei              hartmann6    seed=64  rows=12 (35.3m, eta 19m)
[ 714/1100] qlogei               hartmann6    seed=64  rows=12 (35.4m, eta 19m)
[ 715/1100] doe                  hartmann6    seed=64  rows=12 (35.5m, eta 19m)
[ 716/1100] spade_cf_m0          hartmann6    seed=65  rows=12 (35.5m, eta 19m)
[ 717/1100] spade_cf_m4          hartmann6    seed=65  rows=12 (35.5m, eta 19m)
[ 718/1100] spade_cf_m8          hartmann6    seed=65  rows=12 (35.6m, eta 19m)
[ 719/1100] spade_plate1_only    hartmann6    seed=65  rows=12 (35.6m, eta 19m)
[ 720/1100] spade_random_plate2  hartmann6    seed=65  rows=12 (35.6m, eta 19m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 721/1100] sobol                hartmann6    seed=65  rows=12 (35.6m, eta 19m)
[ 722/1100] lhs                  hartmann6    seed=65  rows=12 (35.7m, eta 19m)
[ 723/1100] random               hartmann6    seed=65  rows=12 (35.7m, eta 19m)
[ 724/1100] qlognei              hartmann6    seed=65  rows=12 (35.8m, eta 19m)
[ 725/1100] qlogei               hartmann6    seed=65  rows=12 (35.9m, eta 19m)
[ 726/1100] doe                  hartmann6    seed=65  rows=12 (36.0m, eta 19m)
[ 727/1100] spade_cf_m0          hartmann6    seed=66  rows=12 (36.0m, eta 18m)
[ 728/1100] spade_cf_m4          hartmann6    seed=66  rows=12 (36.0m, eta 18m)
[ 729/1100] spade_cf_m8          hartmann6    seed=66  rows=12 (36.1m, eta 18m)
[ 730/1100] spade_plate1_only    hartmann6    seed=66  rows=12 (36.1m, eta 18m)
[ 731/1100] spade_random_plate2  hartmann6    seed=66  rows=12 (36.1m, eta 18m)
[ 732/1100] sobol                hartmann6    seed=66  rows=12 (36.1m, eta 18m)
[ 733/1100] lhs                  hartmann6    seed=66  rows=12 (36.2m, eta 18m)
[ 734/1100] random               hartmann6    seed=66  rows=12 (36.2m, eta 18m)
[ 735/1100] qlognei              hartmann6    seed=66  rows=12 (36.3m, eta 18m)
[ 736/1100] qlogei               hartmann6    seed=66  rows=12 (36.5m, eta 18m)
[ 737/1100] doe                  hartmann6    seed=66  rows=12 (36.5m, eta 18m)
[ 738/1100] spade_cf_m0          hartmann6    seed=67  rows=12 (36.5m, eta 18m)
[ 739/1100] spade_cf_m4          hartmann6    seed=67  rows=12 (36.5m, eta 18m)
[ 740/1100] spade_cf_m8          hartmann6    seed=67  rows=12 (36.6m, eta 18m)
[ 741/1100] spade_plate1_only    hartmann6    seed=67  rows=12 (36.6m, eta 18m)
[ 742/1100] spade_random_plate2  hartmann6    seed=67  rows=12 (36.6m, eta 18m)
[ 743/1100] sobol                hartmann6    seed=67  rows=12 (36.7m, eta 18m)
[ 744/1100] lhs                  hartmann6    seed=67  rows=12 (36.7m, eta 18m)
[ 745/1100] random               hartmann6    seed=67  rows=12 (36.7m, eta 17m)
[ 746/1100] qlognei              hartmann6    seed=67  rows=12 (36.9m, eta 17m)
[ 747/1100] qlogei               hartmann6    seed=67  rows=12 (37.0m, eta 17m)
[ 748/1100] doe                  hartmann6    seed=67  rows=12 (37.0m, eta 17m)
[ 749/1100] spade_cf_m0          hartmann6    seed=68  rows=12 (37.1m, eta 17m)
[ 750/1100] spade_cf_m4          hartmann6    seed=68  rows=12 (37.1m, eta 17m)
[ 751/1100] spade_cf_m8          hartmann6    seed=68  rows=12 (37.1m, eta 17m)
[ 752/1100] spade_plate1_only    hartmann6    seed=68  rows=12 (37.2m, eta 17m)
[ 753/1100] spade_random_plate2  hartmann6    seed=68  rows=12 (37.2m, eta 17m)
[ 754/1100] sobol                hartmann6    seed=68  rows=12 (37.2m, eta 17m)
[ 755/1100] lhs                  hartmann6    seed=68  rows=12 (37.2m, eta 17m)
[ 756/1100] random               hartmann6    seed=68  rows=12 (37.3m, eta 17m)
[ 757/1100] qlognei              hartmann6    seed=68  rows=12 (37.4m, eta 17m)
[ 758/1100] qlogei               hartmann6    seed=68  rows=12 (37.5m, eta 17m)
[ 759/1100] doe                  hartmann6    seed=68  rows=12 (37.6m, eta 17m)
[ 760/1100] spade_cf_m0          hartmann6    seed=69  rows=12 (37.6m, eta 17m)
[ 761/1100] spade_cf_m4          hartmann6    seed=69  rows=12 (37.6m, eta 17m)
[ 762/1100] spade_cf_m8          hartmann6    seed=69  rows=12 (37.6m, eta 17m)
[ 763/1100] spade_plate1_only    hartmann6    seed=69  rows=12 (37.7m, eta 17m)
[ 764/1100] spade_random_plate2  hartmann6    seed=69  rows=12 (37.7m, eta 17m)
[ 765/1100] sobol                hartmann6    seed=69  rows=12 (37.7m, eta 17m)
[ 766/1100] lhs                  hartmann6    seed=69  rows=12 (37.8m, eta 16m)
[ 767/1100] random               hartmann6    seed=69  rows=12 (37.8m, eta 16m)
[ 768/1100] qlognei              hartmann6    seed=69  rows=12 (38.0m, eta 16m)
[ 769/1100] qlogei               hartmann6    seed=69  rows=12 (38.1m, eta 16m)
[ 770/1100] doe                  hartmann6    seed=69  rows=12 (38.1m, eta 16m)
[ 771/1100] spade_cf_m0          hartmann6    seed=70  rows=12 (38.2m, eta 16m)
[ 772/1100] spade_cf_m4          hartmann6    seed=70  rows=12 (38.2m, eta 16m)
[ 773/1100] spade_cf_m8          hartmann6    seed=70  rows=12 (38.2m, eta 16m)
[ 774/1100] spade_plate1_only    hartmann6    seed=70  rows=12 (38.3m, eta 16m)
[ 775/1100] spade_random_plate2  hartmann6    seed=70  rows=12 (38.3m, eta 16m)
[ 776/1100] sobol                hartmann6    seed=70  rows=12 (38.3m, eta 16m)
[ 777/1100] lhs                  hartmann6    seed=70  rows=12 (38.3m, eta 16m)
[ 778/1100] random               hartmann6    seed=70  rows=12 (38.4m, eta 16m)
[ 779/1100] qlognei              hartmann6    seed=70  rows=12 (38.5m, eta 16m)
[ 780/1100] qlogei               hartmann6    seed=70  rows=12 (38.6m, eta 16m)
[ 781/1100] doe                  hartmann6    seed=70  rows=12 (38.7m, eta 16m)
[ 782/1100] spade_cf_m0          hartmann6    seed=71  rows=12 (38.7m, eta 16m)
[ 783/1100] spade_cf_m4          hartmann6    seed=71  rows=12 (38.8m, eta 16m)
[ 784/1100] spade_cf_m8          hartmann6    seed=71  rows=12 (38.8m, eta 16m)
[ 785/1100] spade_plate1_only    hartmann6    seed=71  rows=12 (38.8m, eta 16m)
[ 786/1100] spade_random_plate2  hartmann6    seed=71  rows=12 (38.9m, eta 16m)
[ 787/1100] sobol                hartmann6    seed=71  rows=12 (38.9m, eta 15m)
[ 788/1100] lhs                  hartmann6    seed=71  rows=12 (38.9m, eta 15m)
[ 789/1100] random               hartmann6    seed=71  rows=12 (38.9m, eta 15m)
[ 790/1100] qlognei              hartmann6    seed=71  rows=12 (39.1m, eta 15m)
[ 791/1100] qlogei               hartmann6    seed=71  rows=12 (39.2m, eta 15m)
[ 792/1100] doe                  hartmann6    seed=71  rows=12 (39.3m, eta 15m)
[ 793/1100] spade_cf_m0          hartmann6    seed=72  rows=12 (39.3m, eta 15m)
[ 794/1100] spade_cf_m4          hartmann6    seed=72  rows=12 (39.3m, eta 15m)
[ 795/1100] spade_cf_m8          hartmann6    seed=72  rows=12 (39.3m, eta 15m)
[ 796/1100] spade_plate1_only    hartmann6    seed=72  rows=12 (39.4m, eta 15m)
[ 797/1100] spade_random_plate2  hartmann6    seed=72  rows=12 (39.4m, eta 15m)
[ 798/1100] sobol                hartmann6    seed=72  rows=12 (39.4m, eta 15m)
[ 799/1100] lhs                  hartmann6    seed=72  rows=12 (39.4m, eta 15m)
[ 800/1100] random               hartmann6    seed=72  rows=12 (39.5m, eta 15m)
[ 801/1100] qlognei              hartmann6    seed=72  rows=12 (39.7m, eta 15m)
[ 802/1100] qlogei               hartmann6    seed=72  rows=12 (39.8m, eta 15m)
[ 803/1100] doe                  hartmann6    seed=72  rows=12 (39.8m, eta 15m)
[ 804/1100] spade_cf_m0          hartmann6    seed=73  rows=12 (39.8m, eta 15m)
[ 805/1100] spade_cf_m4          hartmann6    seed=73  rows=12 (39.9m, eta 15m)
[ 806/1100] spade_cf_m8          hartmann6    seed=73  rows=12 (39.9m, eta 15m)
[ 807/1100] spade_plate1_only    hartmann6    seed=73  rows=12 (39.9m, eta 14m)
[ 808/1100] spade_random_plate2  hartmann6    seed=73  rows=12 (39.9m, eta 14m)
[ 809/1100] sobol                hartmann6    seed=73  rows=12 (40.0m, eta 14m)
[ 810/1100] lhs                  hartmann6    seed=73  rows=12 (40.0m, eta 14m)
[ 811/1100] random               hartmann6    seed=73  rows=12 (40.0m, eta 14m)
[ 812/1100] qlognei              hartmann6    seed=73  rows=12 (40.2m, eta 14m)
[ 813/1100] qlogei               hartmann6    seed=73  rows=12 (40.4m, eta 14m)
[ 814/1100] doe                  hartmann6    seed=73  rows=12 (40.4m, eta 14m)
[ 815/1100] spade_cf_m0          hartmann6    seed=74  rows=12 (40.4m, eta 14m)
[ 816/1100] spade_cf_m4          hartmann6    seed=74  rows=12 (40.4m, eta 14m)
[ 817/1100] spade_cf_m8          hartmann6    seed=74  rows=12 (40.5m, eta 14m)
[ 818/1100] spade_plate1_only    hartmann6    seed=74  rows=12 (40.5m, eta 14m)
[ 819/1100] spade_random_plate2  hartmann6    seed=74  rows=12 (40.5m, eta 14m)
[ 820/1100] sobol                hartmann6    seed=74  rows=12 (40.5m, eta 14m)
[ 821/1100] lhs                  hartmann6    seed=74  rows=12 (40.6m, eta 14m)
[ 822/1100] random               hartmann6    seed=74  rows=12 (40.6m, eta 14m)
[ 823/1100] qlognei              hartmann6    seed=74  rows=12 (40.8m, eta 14m)
[ 824/1100] qlogei               hartmann6    seed=74  rows=12 (40.9m, eta 14m)
[ 825/1100] doe                  hartmann6    seed=74  rows=12 (40.9m, eta 14m)
[ 826/1100] spade_cf_m0          hartmann6    seed=75  rows=12 (40.9m, eta 14m)
[ 827/1100] spade_cf_m4          hartmann6    seed=75  rows=12 (41.0m, eta 14m)
[ 828/1100] spade_cf_m8          hartmann6    seed=75  rows=12 (41.0m, eta 13m)
[ 829/1100] spade_plate1_only    hartmann6    seed=75  rows=12 (41.0m, eta 13m)
[ 830/1100] spade_random_plate2  hartmann6    seed=75  rows=12 (41.1m, eta 13m)
[ 831/1100] sobol                hartmann6    seed=75  rows=12 (41.1m, eta 13m)
[ 832/1100] lhs                  hartmann6    seed=75  rows=12 (41.1m, eta 13m)
[ 833/1100] random               hartmann6    seed=75  rows=12 (41.1m, eta 13m)
[ 834/1100] qlognei              hartmann6    seed=75  rows=12 (41.3m, eta 13m)
[ 835/1100] qlogei               hartmann6    seed=75  rows=12 (41.4m, eta 13m)
[ 836/1100] doe                  hartmann6    seed=75  rows=12 (41.5m, eta 13m)
[ 837/1100] spade_cf_m0          hartmann6    seed=76  rows=12 (41.5m, eta 13m)
[ 838/1100] spade_cf_m4          hartmann6    seed=76  rows=12 (41.5m, eta 13m)
[ 839/1100] spade_cf_m8          hartmann6    seed=76  rows=12 (41.5m, eta 13m)
[ 840/1100] spade_plate1_only    hartmann6    seed=76  rows=12 (41.6m, eta 13m)
[ 841/1100] spade_random_plate2  hartmann6    seed=76  rows=12 (41.6m, eta 13m)
[ 842/1100] sobol                hartmann6    seed=76  rows=12 (41.6m, eta 13m)
[ 843/1100] lhs                  hartmann6    seed=76  rows=12 (41.6m, eta 13m)
[ 844/1100] random               hartmann6    seed=76  rows=12 (41.7m, eta 13m)
[ 845/1100] qlognei              hartmann6    seed=76  rows=12 (41.8m, eta 13m)
[ 846/1100] qlogei               hartmann6    seed=76  rows=12 (41.9m, eta 13m)
[ 847/1100] doe                  hartmann6    seed=76  rows=12 (42.0m, eta 13m)
[ 848/1100] spade_cf_m0          hartmann6    seed=77  rows=12 (42.0m, eta 12m)
[ 849/1100] spade_cf_m4          hartmann6    seed=77  rows=12 (42.0m, eta 12m)
[ 850/1100] spade_cf_m8          hartmann6    seed=77  rows=12 (42.1m, eta 12m)
[ 851/1100] spade_plate1_only    hartmann6    seed=77  rows=12 (42.1m, eta 12m)
[ 852/1100] spade_random_plate2  hartmann6    seed=77  rows=12 (42.1m, eta 12m)
[ 853/1100] sobol                hartmann6    seed=77  rows=12 (42.1m, eta 12m)
[ 854/1100] lhs                  hartmann6    seed=77  rows=12 (42.2m, eta 12m)
[ 855/1100] random               hartmann6    seed=77  rows=12 (42.2m, eta 12m)
[ 856/1100] qlognei              hartmann6    seed=77  rows=12 (42.4m, eta 12m)
[ 857/1100] qlogei               hartmann6    seed=77  rows=12 (42.5m, eta 12m)
[ 858/1100] doe                  hartmann6    seed=77  rows=12 (42.5m, eta 12m)
[ 859/1100] spade_cf_m0          hartmann6    seed=78  rows=12 (42.6m, eta 12m)
[ 860/1100] spade_cf_m4          hartmann6    seed=78  rows=12 (42.6m, eta 12m)
[ 861/1100] spade_cf_m8          hartmann6    seed=78  rows=12 (42.6m, eta 12m)
[ 862/1100] spade_plate1_only    hartmann6    seed=78  rows=12 (42.7m, eta 12m)
[ 863/1100] spade_random_plate2  hartmann6    seed=78  rows=12 (42.7m, eta 12m)
[ 864/1100] sobol                hartmann6    seed=78  rows=12 (42.7m, eta 12m)
[ 865/1100] lhs                  hartmann6    seed=78  rows=12 (42.7m, eta 12m)
[ 866/1100] random               hartmann6    seed=78  rows=12 (42.8m, eta 12m)
[ 867/1100] qlognei              hartmann6    seed=78  rows=12 (43.0m, eta 12m)
[ 868/1100] qlogei               hartmann6    seed=78  rows=12 (43.1m, eta 12m)
[ 869/1100] doe                  hartmann6    seed=78  rows=12 (43.1m, eta 11m)
[ 870/1100] spade_cf_m0          hartmann6    seed=79  rows=12 (43.1m, eta 11m)
[ 871/1100] spade_cf_m4          hartmann6    seed=79  rows=12 (43.1m, eta 11m)
[ 872/1100] spade_cf_m8          hartmann6    seed=79  rows=12 (43.2m, eta 11m)
[ 873/1100] spade_plate1_only    hartmann6    seed=79  rows=12 (43.2m, eta 11m)
[ 874/1100] spade_random_plate2  hartmann6    seed=79  rows=12 (43.2m, eta 11m)
[ 875/1100] sobol                hartmann6    seed=79  rows=12 (43.2m, eta 11m)
[ 876/1100] lhs                  hartmann6    seed=79  rows=12 (43.3m, eta 11m)
[ 877/1100] random               hartmann6    seed=79  rows=12 (43.3m, eta 11m)
[ 878/1100] qlognei              hartmann6    seed=79  rows=12 (43.4m, eta 11m)
[ 879/1100] qlogei               hartmann6    seed=79  rows=12 (43.5m, eta 11m)
[ 880/1100] doe                  hartmann6    seed=79  rows=12 (43.6m, eta 11m)
[ 881/1100] spade_cf_m0          hartmann6    seed=80  rows=12 (43.6m, eta 11m)
[ 882/1100] spade_cf_m4          hartmann6    seed=80  rows=12 (43.6m, eta 11m)
[ 883/1100] spade_cf_m8          hartmann6    seed=80  rows=12 (43.7m, eta 11m)
[ 884/1100] spade_plate1_only    hartmann6    seed=80  rows=12 (43.7m, eta 11m)
[ 885/1100] spade_random_plate2  hartmann6    seed=80  rows=12 (43.7m, eta 11m)
[ 886/1100] sobol                hartmann6    seed=80  rows=12 (43.7m, eta 11m)
[ 887/1100] lhs                  hartmann6    seed=80  rows=12 (43.8m, eta 11m)
[ 888/1100] random               hartmann6    seed=80  rows=12 (43.8m, eta 10m)
[ 889/1100] qlognei              hartmann6    seed=80  rows=12 (44.0m, eta 10m)
[ 890/1100] qlogei               hartmann6    seed=80  rows=12 (44.1m, eta 10m)
[ 891/1100] doe                  hartmann6    seed=80  rows=12 (44.1m, eta 10m)
[ 892/1100] spade_cf_m0          hartmann6    seed=81  rows=12 (44.1m, eta 10m)
[ 893/1100] spade_cf_m4          hartmann6    seed=81  rows=12 (44.2m, eta 10m)
[ 894/1100] spade_cf_m8          hartmann6    seed=81  rows=12 (44.2m, eta 10m)
[ 895/1100] spade_plate1_only    hartmann6    seed=81  rows=12 (44.2m, eta 10m)
[ 896/1100] spade_random_plate2  hartmann6    seed=81  rows=12 (44.3m, eta 10m)
[ 897/1100] sobol                hartmann6    seed=81  rows=12 (44.3m, eta 10m)
[ 898/1100] lhs                  hartmann6    seed=81  rows=12 (44.3m, eta 10m)
[ 899/1100] random               hartmann6    seed=81  rows=12 (44.3m, eta 10m)
[ 900/1100] qlognei              hartmann6    seed=81  rows=12 (44.5m, eta 10m)
[ 901/1100] qlogei               hartmann6    seed=81  rows=12 (44.6m, eta 10m)
[ 902/1100] doe                  hartmann6    seed=81  rows=12 (44.7m, eta 10m)
[ 903/1100] spade_cf_m0          hartmann6    seed=82  rows=12 (44.7m, eta 10m)
[ 904/1100] spade_cf_m4          hartmann6    seed=82  rows=12 (44.8m, eta 10m)
[ 905/1100] spade_cf_m8          hartmann6    seed=82  rows=12 (44.8m, eta 10m)
[ 906/1100] spade_plate1_only    hartmann6    seed=82  rows=12 (44.8m, eta 10m)
[ 907/1100] spade_random_plate2  hartmann6    seed=82  rows=12 (44.8m, eta 10m)
[ 908/1100] sobol                hartmann6    seed=82  rows=12 (44.9m, eta 9m)
[ 909/1100] lhs                  hartmann6    seed=82  rows=12 (44.9m, eta 9m)
[ 910/1100] random               hartmann6    seed=82  rows=12 (44.9m, eta 9m)
[ 911/1100] qlognei              hartmann6    seed=82  rows=12 (45.1m, eta 9m)
[ 912/1100] qlogei               hartmann6    seed=82  rows=12 (45.2m, eta 9m)
[ 913/1100] doe                  hartmann6    seed=82  rows=12 (45.2m, eta 9m)
[ 914/1100] spade_cf_m0          hartmann6    seed=83  rows=12 (45.2m, eta 9m)
[ 915/1100] spade_cf_m4          hartmann6    seed=83  rows=12 (45.3m, eta 9m)
[ 916/1100] spade_cf_m8          hartmann6    seed=83  rows=12 (45.3m, eta 9m)
[ 917/1100] spade_plate1_only    hartmann6    seed=83  rows=12 (45.3m, eta 9m)
[ 918/1100] spade_random_plate2  hartmann6    seed=83  rows=12 (45.4m, eta 9m)
[ 919/1100] sobol                hartmann6    seed=83  rows=12 (45.4m, eta 9m)
[ 920/1100] lhs                  hartmann6    seed=83  rows=12 (45.4m, eta 9m)
[ 921/1100] random               hartmann6    seed=83  rows=12 (45.4m, eta 9m)
[ 922/1100] qlognei              hartmann6    seed=83  rows=12 (45.6m, eta 9m)
[ 923/1100] qlogei               hartmann6    seed=83  rows=12 (45.7m, eta 9m)
[ 924/1100] doe                  hartmann6    seed=83  rows=12 (45.8m, eta 9m)
[ 925/1100] spade_cf_m0          hartmann6    seed=84  rows=12 (45.8m, eta 9m)
[ 926/1100] spade_cf_m4          hartmann6    seed=84  rows=12 (45.8m, eta 9m)
[ 927/1100] spade_cf_m8          hartmann6    seed=84  rows=12 (45.9m, eta 9m)
[ 928/1100] spade_plate1_only    hartmann6    seed=84  rows=12 (45.9m, eta 9m)
[ 929/1100] spade_random_plate2  hartmann6    seed=84  rows=12 (45.9m, eta 8m)
[ 930/1100] sobol                hartmann6    seed=84  rows=12 (45.9m, eta 8m)
[ 931/1100] lhs                  hartmann6    seed=84  rows=12 (46.0m, eta 8m)
[ 932/1100] random               hartmann6    seed=84  rows=12 (46.0m, eta 8m)
[ 933/1100] qlognei              hartmann6    seed=84  rows=12 (46.1m, eta 8m)
[ 934/1100] qlogei               hartmann6    seed=84  rows=12 (46.2m, eta 8m)
[ 935/1100] doe                  hartmann6    seed=84  rows=12 (46.3m, eta 8m)
[ 936/1100] spade_cf_m0          hartmann6    seed=85  rows=12 (46.3m, eta 8m)
[ 937/1100] spade_cf_m4          hartmann6    seed=85  rows=12 (46.3m, eta 8m)
[ 938/1100] spade_cf_m8          hartmann6    seed=85  rows=12 (46.3m, eta 8m)
[ 939/1100] spade_plate1_only    hartmann6    seed=85  rows=12 (46.4m, eta 8m)
