spade-final-2026-08-23 · C4 · hartmann6 d=8 sigma=0.25 · tier=primary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[ 628/1100] spade_cf_m0          hartmann6    seed=57  rows=12 (36.5m, eta 27m)
[ 629/1100] spade_cf_m4          hartmann6    seed=57  rows=12 (36.6m, eta 27m)
[ 630/1100] spade_cf_m8          hartmann6    seed=57  rows=12 (36.6m, eta 27m)
[ 631/1100] spade_plate1_only    hartmann6    seed=57  rows=12 (36.6m, eta 27m)
[ 632/1100] spade_random_plate2  hartmann6    seed=57  rows=12 (36.7m, eta 27m)
[ 633/1100] sobol                hartmann6    seed=57  rows=12 (36.7m, eta 27m)
[ 634/1100] lhs                  hartmann6    seed=57  rows=12 (36.7m, eta 27m)
[ 635/1100] random               hartmann6    seed=57  rows=12 (36.8m, eta 27m)
[ 636/1100] qlognei              hartmann6    seed=57  rows=12 (37.0m, eta 27m)
[ 637/1100] qlogei               hartmann6    seed=57  rows=12 (37.1m, eta 27m)
[ 638/1100] doe                  hartmann6    seed=57  rows=12 (37.1m, eta 27m)
[ 639/1100] spade_cf_m0          hartmann6    seed=58  rows=12 (37.2m, eta 27m)
[ 640/1100] spade_cf_m4          hartmann6    seed=58  rows=12 (37.2m, eta 27m)
[ 641/1100] spade_cf_m8          hartmann6    seed=58  rows=12 (37.2m, eta 27m)
[ 642/1100] spade_plate1_only    hartmann6    seed=58  rows=12 (37.3m, eta 27m)
[ 643/1100] spade_random_plate2  hartmann6    seed=58  rows=12 (37.3m, eta 27m)
[ 644/1100] sobol                hartmann6    seed=58  rows=12 (37.3m, eta 26m)
[ 645/1100] lhs                  hartmann6    seed=58  rows=12 (37.4m, eta 26m)
[ 646/1100] random               hartmann6    seed=58  rows=12 (37.4m, eta 26m)
[ 647/1100] qlognei              hartmann6    seed=58  rows=12 (37.6m, eta 26m)
[ 648/1100] qlogei               hartmann6    seed=58  rows=12 (37.7m, eta 26m)
[ 649/1100] doe                  hartmann6    seed=58  rows=12 (37.7m, eta 26m)
[ 650/1100] spade_cf_m0          hartmann6    seed=59  rows=12 (37.8m, eta 26m)
[ 651/1100] spade_cf_m4          hartmann6    seed=59  rows=12 (37.8m, eta 26m)
[ 652/1100] spade_cf_m8          hartmann6    seed=59  rows=12 (37.9m, eta 26m)
[ 653/1100] spade_plate1_only    hartmann6    seed=59  rows=12 (37.9m, eta 26m)
[ 654/1100] spade_random_plate2  hartmann6    seed=59  rows=12 (37.9m, eta 26m)
[ 655/1100] sobol                hartmann6    seed=59  rows=12 (38.0m, eta 26m)
[ 656/1100] lhs                  hartmann6    seed=59  rows=12 (38.0m, eta 26m)
[ 657/1100] random               hartmann6    seed=59  rows=12 (38.0m, eta 26m)
[ 658/1100] qlognei              hartmann6    seed=59  rows=12 (38.2m, eta 26m)
[ 659/1100] qlogei               hartmann6    seed=59  rows=12 (38.4m, eta 26m)
[ 660/1100] doe                  hartmann6    seed=59  rows=12 (38.4m, eta 26m)
[ 661/1100] spade_cf_m0          hartmann6    seed=60  rows=12 (38.4m, eta 26m)
[ 662/1100] spade_cf_m4          hartmann6    seed=60  rows=12 (38.5m, eta 25m)
[ 663/1100] spade_cf_m8          hartmann6    seed=60  rows=12 (38.5m, eta 25m)
[ 664/1100] spade_plate1_only    hartmann6    seed=60  rows=12 (38.5m, eta 25m)
[ 665/1100] spade_random_plate2  hartmann6    seed=60  rows=12 (38.6m, eta 25m)
[ 666/1100] sobol                hartmann6    seed=60  rows=12 (38.6m, eta 25m)
[ 667/1100] lhs                  hartmann6    seed=60  rows=12 (38.6m, eta 25m)
[ 668/1100] random               hartmann6    seed=60  rows=12 (38.7m, eta 25m)
[ 669/1100] qlognei              hartmann6    seed=60  rows=12 (38.8m, eta 25m)
[ 670/1100] qlogei               hartmann6    seed=60  rows=12 (38.9m, eta 25m)
[ 671/1100] doe                  hartmann6    seed=60  rows=12 (39.0m, eta 25m)
[ 672/1100] spade_cf_m0          hartmann6    seed=61  rows=12 (39.0m, eta 25m)
[ 673/1100] spade_cf_m4          hartmann6    seed=61  rows=12 (39.0m, eta 25m)
[ 674/1100] spade_cf_m8          hartmann6    seed=61  rows=12 (39.1m, eta 25m)
[ 675/1100] spade_plate1_only    hartmann6    seed=61  rows=12 (39.1m, eta 25m)
[ 676/1100] spade_random_plate2  hartmann6    seed=61  rows=12 (39.1m, eta 25m)
[ 677/1100] sobol                hartmann6    seed=61  rows=12 (39.2m, eta 24m)
[ 678/1100] lhs                  hartmann6    seed=61  rows=12 (39.2m, eta 24m)
[ 679/1100] random               hartmann6    seed=61  rows=12 (39.2m, eta 24m)
[ 680/1100] qlognei              hartmann6    seed=61  rows=12 (39.4m, eta 24m)
[ 681/1100] qlogei               hartmann6    seed=61  rows=12 (39.6m, eta 24m)
[ 682/1100] doe                  hartmann6    seed=61  rows=12 (39.6m, eta 24m)
[ 683/1100] spade_cf_m0          hartmann6    seed=62  rows=12 (39.7m, eta 24m)
[ 684/1100] spade_cf_m4          hartmann6    seed=62  rows=12 (39.7m, eta 24m)
[ 685/1100] spade_cf_m8          hartmann6    seed=62  rows=12 (39.7m, eta 24m)
[ 686/1100] spade_plate1_only    hartmann6    seed=62  rows=12 (39.8m, eta 24m)
[ 687/1100] spade_random_plate2  hartmann6    seed=62  rows=12 (39.8m, eta 24m)
[ 688/1100] sobol                hartmann6    seed=62  rows=12 (39.8m, eta 24m)
[ 689/1100] lhs                  hartmann6    seed=62  rows=12 (39.9m, eta 24m)
[ 690/1100] random               hartmann6    seed=62  rows=12 (39.9m, eta 24m)
[ 691/1100] qlognei              hartmann6    seed=62  rows=12 (40.1m, eta 24m)
[ 692/1100] qlogei               hartmann6    seed=62  rows=12 (40.2m, eta 24m)
[ 693/1100] doe                  hartmann6    seed=62  rows=12 (40.2m, eta 24m)
[ 694/1100] spade_cf_m0          hartmann6    seed=63  rows=12 (40.3m, eta 24m)
[ 695/1100] spade_cf_m4          hartmann6    seed=63  rows=12 (40.3m, eta 23m)
[ 696/1100] spade_cf_m8          hartmann6    seed=63  rows=12 (40.4m, eta 23m)
[ 697/1100] spade_plate1_only    hartmann6    seed=63  rows=12 (40.4m, eta 23m)
[ 698/1100] spade_random_plate2  hartmann6    seed=63  rows=12 (40.4m, eta 23m)
[ 699/1100] sobol                hartmann6    seed=63  rows=12 (40.5m, eta 23m)
[ 700/1100] lhs                  hartmann6    seed=63  rows=12 (40.5m, eta 23m)
[ 701/1100] random               hartmann6    seed=63  rows=12 (40.5m, eta 23m)
[ 702/1100] qlognei              hartmann6    seed=63  rows=12 (40.7m, eta 23m)
[ 703/1100] qlogei               hartmann6    seed=63  rows=12 (40.9m, eta 23m)
[ 704/1100] doe                  hartmann6    seed=63  rows=12 (40.9m, eta 23m)
[ 705/1100] spade_cf_m0          hartmann6    seed=64  rows=12 (40.9m, eta 23m)
[ 706/1100] spade_cf_m4          hartmann6    seed=64  rows=12 (41.0m, eta 23m)
[ 707/1100] spade_cf_m8          hartmann6    seed=64  rows=12 (41.0m, eta 23m)
[ 708/1100] spade_plate1_only    hartmann6    seed=64  rows=12 (41.0m, eta 23m)
[ 709/1100] spade_random_plate2  hartmann6    seed=64  rows=12 (41.1m, eta 23m)
[ 710/1100] sobol                hartmann6    seed=64  rows=12 (41.1m, eta 23m)
[ 711/1100] lhs                  hartmann6    seed=64  rows=12 (41.1m, eta 23m)
[ 712/1100] random               hartmann6    seed=64  rows=12 (41.2m, eta 22m)
[ 713/1100] qlognei              hartmann6    seed=64  rows=12 (41.4m, eta 22m)
[ 714/1100] qlogei               hartmann6    seed=64  rows=12 (41.5m, eta 22m)
[ 715/1100] doe                  hartmann6    seed=64  rows=12 (41.5m, eta 22m)
[ 716/1100] spade_cf_m0          hartmann6    seed=65  rows=12 (41.6m, eta 22m)
[ 717/1100] spade_cf_m4          hartmann6    seed=65  rows=12 (41.6m, eta 22m)
[ 718/1100] spade_cf_m8          hartmann6    seed=65  rows=12 (41.6m, eta 22m)
[ 719/1100] spade_plate1_only    hartmann6    seed=65  rows=12 (41.7m, eta 22m)
[ 720/1100] spade_random_plate2  hartmann6    seed=65  rows=12 (41.7m, eta 22m)
[ 721/1100] sobol                hartmann6    seed=65  rows=12 (41.7m, eta 22m)
[ 722/1100] lhs                  hartmann6    seed=65  rows=12 (41.8m, eta 22m)
[ 723/1100] random               hartmann6    seed=65  rows=12 (41.8m, eta 22m)
[ 724/1100] qlognei              hartmann6    seed=65  rows=12 (42.0m, eta 22m)
[ 725/1100] qlogei               hartmann6    seed=65  rows=12 (42.1m, eta 22m)
[ 726/1100] doe                  hartmann6    seed=65  rows=12 (42.2m, eta 22m)
[ 727/1100] spade_cf_m0          hartmann6    seed=66  rows=12 (42.2m, eta 22m)
[ 728/1100] spade_cf_m4          hartmann6    seed=66  rows=12 (42.2m, eta 22m)
[ 729/1100] spade_cf_m8          hartmann6    seed=66  rows=12 (42.3m, eta 22m)
[ 730/1100] spade_plate1_only    hartmann6    seed=66  rows=12 (42.3m, eta 21m)
[ 731/1100] spade_random_plate2  hartmann6    seed=66  rows=12 (42.3m, eta 21m)
[ 732/1100] sobol                hartmann6    seed=66  rows=12 (42.4m, eta 21m)
[ 733/1100] lhs                  hartmann6    seed=66  rows=12 (42.4m, eta 21m)
[ 734/1100] random               hartmann6    seed=66  rows=12 (42.4m, eta 21m)
[ 735/1100] qlognei              hartmann6    seed=66  rows=12 (42.6m, eta 21m)
[ 736/1100] qlogei               hartmann6    seed=66  rows=12 (42.7m, eta 21m)
[ 737/1100] doe                  hartmann6    seed=66  rows=12 (42.7m, eta 21m)
[ 738/1100] spade_cf_m0          hartmann6    seed=67  rows=12 (42.8m, eta 21m)
[ 739/1100] spade_cf_m4          hartmann6    seed=67  rows=12 (42.8m, eta 21m)
[ 740/1100] spade_cf_m8          hartmann6    seed=67  rows=12 (42.8m, eta 21m)
[ 741/1100] spade_plate1_only    hartmann6    seed=67  rows=12 (42.9m, eta 21m)
[ 742/1100] spade_random_plate2  hartmann6    seed=67  rows=12 (42.9m, eta 21m)
[ 743/1100] sobol                hartmann6    seed=67  rows=12 (42.9m, eta 21m)
[ 744/1100] lhs                  hartmann6    seed=67  rows=12 (43.0m, eta 21m)
[ 745/1100] random               hartmann6    seed=67  rows=12 (43.0m, eta 20m)
[ 746/1100] qlognei              hartmann6    seed=67  rows=12 (43.3m, eta 21m)
[ 747/1100] qlogei               hartmann6    seed=67  rows=12 (43.4m, eta 21m)
[ 748/1100] doe                  hartmann6    seed=67  rows=12 (43.4m, eta 20m)
[ 749/1100] spade_cf_m0          hartmann6    seed=68  rows=12 (43.5m, eta 20m)
[ 750/1100] spade_cf_m4          hartmann6    seed=68  rows=12 (43.5m, eta 20m)
[ 751/1100] spade_cf_m8          hartmann6    seed=68  rows=12 (43.6m, eta 20m)
[ 752/1100] spade_plate1_only    hartmann6    seed=68  rows=12 (43.6m, eta 20m)
[ 753/1100] spade_random_plate2  hartmann6    seed=68  rows=12 (43.6m, eta 20m)
[ 754/1100] sobol                hartmann6    seed=68  rows=12 (43.7m, eta 20m)
[ 755/1100] lhs                  hartmann6    seed=68  rows=12 (43.7m, eta 20m)
[ 756/1100] random               hartmann6    seed=68  rows=12 (43.7m, eta 20m)
[ 757/1100] qlognei              hartmann6    seed=68  rows=12 (43.9m, eta 20m)
[ 758/1100] qlogei               hartmann6    seed=68  rows=12 (44.0m, eta 20m)
[ 759/1100] doe                  hartmann6    seed=68  rows=12 (44.1m, eta 20m)
[ 760/1100] spade_cf_m0          hartmann6    seed=69  rows=12 (44.1m, eta 20m)
[ 761/1100] spade_cf_m4          hartmann6    seed=69  rows=12 (44.1m, eta 20m)
[ 762/1100] spade_cf_m8          hartmann6    seed=69  rows=12 (44.2m, eta 20m)
[ 763/1100] spade_plate1_only    hartmann6    seed=69  rows=12 (44.2m, eta 20m)
[ 764/1100] spade_random_plate2  hartmann6    seed=69  rows=12 (44.2m, eta 19m)
[ 765/1100] sobol                hartmann6    seed=69  rows=12 (44.3m, eta 19m)
[ 766/1100] lhs                  hartmann6    seed=69  rows=12 (44.3m, eta 19m)
[ 767/1100] random               hartmann6    seed=69  rows=12 (44.3m, eta 19m)
[ 768/1100] qlognei              hartmann6    seed=69  rows=12 (44.6m, eta 19m)
[ 769/1100] qlogei               hartmann6    seed=69  rows=12 (44.7m, eta 19m)
[ 770/1100] doe                  hartmann6    seed=69  rows=12 (44.7m, eta 19m)
[ 771/1100] spade_cf_m0          hartmann6    seed=70  rows=12 (44.7m, eta 19m)
[ 772/1100] spade_cf_m4          hartmann6    seed=70  rows=12 (44.8m, eta 19m)
[ 773/1100] spade_cf_m8          hartmann6    seed=70  rows=12 (44.8m, eta 19m)
[ 774/1100] spade_plate1_only    hartmann6    seed=70  rows=12 (44.8m, eta 19m)
[ 775/1100] spade_random_plate2  hartmann6    seed=70  rows=12 (44.9m, eta 19m)
[ 776/1100] sobol                hartmann6    seed=70  rows=12 (44.9m, eta 19m)
[ 777/1100] lhs                  hartmann6    seed=70  rows=12 (44.9m, eta 19m)
[ 778/1100] random               hartmann6    seed=70  rows=12 (45.0m, eta 19m)
[ 779/1100] qlognei              hartmann6    seed=70  rows=12 (45.2m, eta 19m)
[ 780/1100] qlogei               hartmann6    seed=70  rows=12 (45.3m, eta 19m)
[ 781/1100] doe                  hartmann6    seed=70  rows=12 (45.3m, eta 19m)
[ 782/1100] spade_cf_m0          hartmann6    seed=71  rows=12 (45.4m, eta 18m)
[ 783/1100] spade_cf_m4          hartmann6    seed=71  rows=12 (45.4m, eta 18m)
[ 784/1100] spade_cf_m8          hartmann6    seed=71  rows=12 (45.5m, eta 18m)
[ 785/1100] spade_plate1_only    hartmann6    seed=71  rows=12 (45.5m, eta 18m)
[ 786/1100] spade_random_plate2  hartmann6    seed=71  rows=12 (45.5m, eta 18m)
[ 787/1100] sobol                hartmann6    seed=71  rows=12 (45.6m, eta 18m)
[ 788/1100] lhs                  hartmann6    seed=71  rows=12 (45.6m, eta 18m)
[ 789/1100] random               hartmann6    seed=71  rows=12 (45.6m, eta 18m)
[ 790/1100] qlognei              hartmann6    seed=71  rows=12 (45.8m, eta 18m)
[ 791/1100] qlogei               hartmann6    seed=71  rows=12 (45.9m, eta 18m)
[ 792/1100] doe                  hartmann6    seed=71  rows=12 (46.0m, eta 18m)
[ 793/1100] spade_cf_m0          hartmann6    seed=72  rows=12 (46.0m, eta 18m)
[ 794/1100] spade_cf_m4          hartmann6    seed=72  rows=12 (46.0m, eta 18m)
[ 795/1100] spade_cf_m8          hartmann6    seed=72  rows=12 (46.1m, eta 18m)
[ 796/1100] spade_plate1_only    hartmann6    seed=72  rows=12 (46.1m, eta 18m)
[ 797/1100] spade_random_plate2  hartmann6    seed=72  rows=12 (46.1m, eta 18m)
[ 798/1100] sobol                hartmann6    seed=72  rows=12 (46.2m, eta 17m)
[ 799/1100] lhs                  hartmann6    seed=72  rows=12 (46.2m, eta 17m)
[ 800/1100] random               hartmann6    seed=72  rows=12 (46.2m, eta 17m)
[ 801/1100] qlognei              hartmann6    seed=72  rows=12 (46.4m, eta 17m)
[ 802/1100] qlogei               hartmann6    seed=72  rows=12 (46.6m, eta 17m)
[ 803/1100] doe                  hartmann6    seed=72  rows=12 (46.6m, eta 17m)
[ 804/1100] spade_cf_m0          hartmann6    seed=73  rows=12 (46.6m, eta 17m)
[ 805/1100] spade_cf_m4          hartmann6    seed=73  rows=12 (46.7m, eta 17m)
[ 806/1100] spade_cf_m8          hartmann6    seed=73  rows=12 (46.7m, eta 17m)
[ 807/1100] spade_plate1_only    hartmann6    seed=73  rows=12 (46.7m, eta 17m)
[ 808/1100] spade_random_plate2  hartmann6    seed=73  rows=12 (46.8m, eta 17m)
[ 809/1100] sobol                hartmann6    seed=73  rows=12 (46.8m, eta 17m)
[ 810/1100] lhs                  hartmann6    seed=73  rows=12 (46.8m, eta 17m)
[ 811/1100] random               hartmann6    seed=73  rows=12 (46.9m, eta 17m)
[ 812/1100] qlognei              hartmann6    seed=73  rows=12 (47.1m, eta 17m)
[ 813/1100] qlogei               hartmann6    seed=73  rows=12 (47.2m, eta 17m)
[ 814/1100] doe                  hartmann6    seed=73  rows=12 (47.2m, eta 17m)
[ 815/1100] spade_cf_m0          hartmann6    seed=74  rows=12 (47.2m, eta 17m)
[ 816/1100] spade_cf_m4          hartmann6    seed=74  rows=12 (47.3m, eta 16m)
[ 817/1100] spade_cf_m8          hartmann6    seed=74  rows=12 (47.3m, eta 16m)
[ 818/1100] spade_plate1_only    hartmann6    seed=74  rows=12 (47.4m, eta 16m)
[ 819/1100] spade_random_plate2  hartmann6    seed=74  rows=12 (47.4m, eta 16m)
[ 820/1100] sobol                hartmann6    seed=74  rows=12 (47.4m, eta 16m)
[ 821/1100] lhs                  hartmann6    seed=74  rows=12 (47.5m, eta 16m)
[ 822/1100] random               hartmann6    seed=74  rows=12 (47.5m, eta 16m)
[ 823/1100] qlognei              hartmann6    seed=74  rows=12 (47.7m, eta 16m)
[ 824/1100] qlogei               hartmann6    seed=74  rows=12 (47.8m, eta 16m)
[ 825/1100] doe                  hartmann6    seed=74  rows=12 (47.8m, eta 16m)
[ 826/1100] spade_cf_m0          hartmann6    seed=75  rows=12 (47.9m, eta 16m)
[ 827/1100] spade_cf_m4          hartmann6    seed=75  rows=12 (47.9m, eta 16m)
[ 828/1100] spade_cf_m8          hartmann6    seed=75  rows=12 (48.0m, eta 16m)
[ 829/1100] spade_plate1_only    hartmann6    seed=75  rows=12 (48.0m, eta 16m)
[ 830/1100] spade_random_plate2  hartmann6    seed=75  rows=12 (48.1m, eta 16m)
[ 831/1100] sobol                hartmann6    seed=75  rows=12 (48.1m, eta 16m)
[ 832/1100] lhs                  hartmann6    seed=75  rows=12 (48.1m, eta 16m)
[ 833/1100] random               hartmann6    seed=75  rows=12 (48.2m, eta 15m)
[ 834/1100] qlognei              hartmann6    seed=75  rows=12 (48.3m, eta 15m)
[ 835/1100] qlogei               hartmann6    seed=75  rows=12 (48.4m, eta 15m)
[ 836/1100] doe                  hartmann6    seed=75  rows=12 (48.4m, eta 15m)
[ 837/1100] spade_cf_m0          hartmann6    seed=76  rows=12 (48.4m, eta 15m)
[ 838/1100] spade_cf_m4          hartmann6    seed=76  rows=12 (48.5m, eta 15m)
[ 839/1100] spade_cf_m8          hartmann6    seed=76  rows=12 (48.5m, eta 15m)
[ 840/1100] spade_plate1_only    hartmann6    seed=76  rows=12 (48.6m, eta 15m)
[ 841/1100] spade_random_plate2  hartmann6    seed=76  rows=12 (48.6m, eta 15m)
[ 842/1100] sobol                hartmann6    seed=76  rows=12 (48.6m, eta 15m)
[ 843/1100] lhs                  hartmann6    seed=76  rows=12 (48.7m, eta 15m)
[ 844/1100] random               hartmann6    seed=76  rows=12 (48.7m, eta 15m)
[ 845/1100] qlognei              hartmann6    seed=76  rows=12 (48.9m, eta 15m)
[ 846/1100] qlogei               hartmann6    seed=76  rows=12 (49.0m, eta 15m)
[ 847/1100] doe                  hartmann6    seed=76  rows=12 (49.1m, eta 15m)
[ 848/1100] spade_cf_m0          hartmann6    seed=77  rows=12 (49.1m, eta 15m)
[ 849/1100] spade_cf_m4          hartmann6    seed=77  rows=12 (49.1m, eta 15m)
[ 850/1100] spade_cf_m8          hartmann6    seed=77  rows=12 (49.2m, eta 14m)
[ 851/1100] spade_plate1_only    hartmann6    seed=77  rows=12 (49.2m, eta 14m)
[ 852/1100] spade_random_plate2  hartmann6    seed=77  rows=12 (49.2m, eta 14m)
[ 853/1100] sobol                hartmann6    seed=77  rows=12 (49.3m, eta 14m)
[ 854/1100] lhs                  hartmann6    seed=77  rows=12 (49.3m, eta 14m)
[ 855/1100] random               hartmann6    seed=77  rows=12 (49.4m, eta 14m)
[ 856/1100] qlognei              hartmann6    seed=77  rows=12 (49.5m, eta 14m)
[ 857/1100] qlogei               hartmann6    seed=77  rows=12 (49.7m, eta 14m)
[ 858/1100] doe                  hartmann6    seed=77  rows=12 (49.7m, eta 14m)
[ 859/1100] spade_cf_m0          hartmann6    seed=78  rows=12 (49.7m, eta 14m)
[ 860/1100] spade_cf_m4          hartmann6    seed=78  rows=12 (49.8m, eta 14m)
[ 861/1100] spade_cf_m8          hartmann6    seed=78  rows=12 (49.8m, eta 14m)
[ 862/1100] spade_plate1_only    hartmann6    seed=78  rows=12 (49.9m, eta 14m)
[ 863/1100] spade_random_plate2  hartmann6    seed=78  rows=12 (49.9m, eta 14m)
[ 864/1100] sobol                hartmann6    seed=78  rows=12 (49.9m, eta 14m)
[ 865/1100] lhs                  hartmann6    seed=78  rows=12 (50.0m, eta 14m)
[ 866/1100] random               hartmann6    seed=78  rows=12 (50.0m, eta 14m)
[ 867/1100] qlognei              hartmann6    seed=78  rows=12 (50.2m, eta 13m)
[ 868/1100] qlogei               hartmann6    seed=78  rows=12 (50.4m, eta 13m)
[ 869/1100] doe                  hartmann6    seed=78  rows=12 (50.4m, eta 13m)
[ 870/1100] spade_cf_m0          hartmann6    seed=79  rows=12 (50.4m, eta 13m)
[ 871/1100] spade_cf_m4          hartmann6    seed=79  rows=12 (50.5m, eta 13m)
[ 872/1100] spade_cf_m8          hartmann6    seed=79  rows=12 (50.5m, eta 13m)
[ 873/1100] spade_plate1_only    hartmann6    seed=79  rows=12 (50.6m, eta 13m)
[ 874/1100] spade_random_plate2  hartmann6    seed=79  rows=12 (50.6m, eta 13m)
[ 875/1100] sobol                hartmann6    seed=79  rows=12 (50.7m, eta 13m)
[ 876/1100] lhs                  hartmann6    seed=79  rows=12 (50.7m, eta 13m)
[ 877/1100] random               hartmann6    seed=79  rows=12 (50.7m, eta 13m)
[ 878/1100] qlognei              hartmann6    seed=79  rows=12 (50.9m, eta 13m)
[ 879/1100] qlogei               hartmann6    seed=79  rows=12 (51.1m, eta 13m)
[ 880/1100] doe                  hartmann6    seed=79  rows=12 (51.1m, eta 13m)
[ 881/1100] spade_cf_m0          hartmann6    seed=80  rows=12 (51.1m, eta 13m)
[ 882/1100] spade_cf_m4          hartmann6    seed=80  rows=12 (51.2m, eta 13m)
[ 883/1100] spade_cf_m8          hartmann6    seed=80  rows=12 (51.2m, eta 13m)
[ 884/1100] spade_plate1_only    hartmann6    seed=80  rows=12 (51.3m, eta 13m)
[ 885/1100] spade_random_plate2  hartmann6    seed=80  rows=12 (51.3m, eta 12m)
[ 886/1100] sobol                hartmann6    seed=80  rows=12 (51.3m, eta 12m)
[ 887/1100] lhs                  hartmann6    seed=80  rows=12 (51.4m, eta 12m)
[ 888/1100] random               hartmann6    seed=80  rows=12 (51.4m, eta 12m)
[ 889/1100] qlognei              hartmann6    seed=80  rows=12 (51.6m, eta 12m)
[ 890/1100] qlogei               hartmann6    seed=80  rows=12 (51.7m, eta 12m)
[ 891/1100] doe                  hartmann6    seed=80  rows=12 (51.8m, eta 12m)
[ 892/1100] spade_cf_m0          hartmann6    seed=81  rows=12 (51.8m, eta 12m)
[ 893/1100] spade_cf_m4          hartmann6    seed=81  rows=12 (51.8m, eta 12m)
[ 894/1100] spade_cf_m8          hartmann6    seed=81  rows=12 (51.9m, eta 12m)
[ 895/1100] spade_plate1_only    hartmann6    seed=81  rows=12 (51.9m, eta 12m)
[ 896/1100] spade_random_plate2  hartmann6    seed=81  rows=12 (51.9m, eta 12m)
[ 897/1100] sobol                hartmann6    seed=81  rows=12 (52.0m, eta 12m)
[ 898/1100] lhs                  hartmann6    seed=81  rows=12 (52.0m, eta 12m)
[ 899/1100] random               hartmann6    seed=81  rows=12 (52.0m, eta 12m)
[ 900/1100] qlognei              hartmann6    seed=81  rows=12 (52.2m, eta 12m)
[ 901/1100] qlogei               hartmann6    seed=81  rows=12 (52.3m, eta 12m)
[ 902/1100] doe                  hartmann6    seed=81  rows=12 (52.4m, eta 11m)
[ 903/1100] spade_cf_m0          hartmann6    seed=82  rows=12 (52.4m, eta 11m)
[ 904/1100] spade_cf_m4          hartmann6    seed=82  rows=12 (52.4m, eta 11m)
[ 905/1100] spade_cf_m8          hartmann6    seed=82  rows=12 (52.5m, eta 11m)
[ 906/1100] spade_plate1_only    hartmann6    seed=82  rows=12 (52.5m, eta 11m)
[ 907/1100] spade_random_plate2  hartmann6    seed=82  rows=12 (52.5m, eta 11m)
[ 908/1100] sobol                hartmann6    seed=82  rows=12 (52.6m, eta 11m)
[ 909/1100] lhs                  hartmann6    seed=82  rows=12 (52.6m, eta 11m)
[ 910/1100] random               hartmann6    seed=82  rows=12 (52.6m, eta 11m)
[ 911/1100] qlognei              hartmann6    seed=82  rows=12 (52.8m, eta 11m)
[ 912/1100] qlogei               hartmann6    seed=82  rows=12 (52.9m, eta 11m)
[ 913/1100] doe                  hartmann6    seed=82  rows=12 (52.9m, eta 11m)
[ 914/1100] spade_cf_m0          hartmann6    seed=83  rows=12 (53.0m, eta 11m)
[ 915/1100] spade_cf_m4          hartmann6    seed=83  rows=12 (53.0m, eta 11m)
[ 916/1100] spade_cf_m8          hartmann6    seed=83  rows=12 (53.1m, eta 11m)
[ 917/1100] spade_plate1_only    hartmann6    seed=83  rows=12 (53.1m, eta 11m)
[ 918/1100] spade_random_plate2  hartmann6    seed=83  rows=12 (53.1m, eta 11m)
[ 919/1100] sobol                hartmann6    seed=83  rows=12 (53.2m, eta 10m)
[ 920/1100] lhs                  hartmann6    seed=83  rows=12 (53.2m, eta 10m)
[ 921/1100] random               hartmann6    seed=83  rows=12 (53.2m, eta 10m)
[ 922/1100] qlognei              hartmann6    seed=83  rows=12 (53.4m, eta 10m)
[ 923/1100] qlogei               hartmann6    seed=83  rows=12 (53.5m, eta 10m)
[ 924/1100] doe                  hartmann6    seed=83  rows=12 (53.5m, eta 10m)
[ 925/1100] spade_cf_m0          hartmann6    seed=84  rows=12 (53.6m, eta 10m)
[ 926/1100] spade_cf_m4          hartmann6    seed=84  rows=12 (53.6m, eta 10m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 927/1100] spade_cf_m8          hartmann6    seed=84  rows=12 (53.7m, eta 10m)
[ 928/1100] spade_plate1_only    hartmann6    seed=84  rows=12 (53.7m, eta 10m)
[ 929/1100] spade_random_plate2  hartmann6    seed=84  rows=12 (53.7m, eta 10m)
[ 930/1100] sobol                hartmann6    seed=84  rows=12 (53.8m, eta 10m)
[ 931/1100] lhs                  hartmann6    seed=84  rows=12 (53.8m, eta 10m)
[ 932/1100] random               hartmann6    seed=84  rows=12 (53.9m, eta 10m)
[ 933/1100] qlognei              hartmann6    seed=84  rows=12 (54.1m, eta 10m)
[ 934/1100] qlogei               hartmann6    seed=84  rows=12 (54.2m, eta 10m)
[ 935/1100] doe                  hartmann6    seed=84  rows=12 (54.2m, eta 10m)
[ 936/1100] spade_cf_m0          hartmann6    seed=85  rows=12 (54.3m, eta 10m)
[ 937/1100] spade_cf_m4          hartmann6    seed=85  rows=12 (54.3m, eta 9m)
[ 938/1100] spade_cf_m8          hartmann6    seed=85  rows=12 (54.3m, eta 9m)
[ 939/1100] spade_plate1_only    hartmann6    seed=85  rows=12 (54.4m, eta 9m)
[ 940/1100] spade_random_plate2  hartmann6    seed=85  rows=12 (54.4m, eta 9m)
[ 941/1100] sobol                hartmann6    seed=85  rows=12 (54.4m, eta 9m)
[ 942/1100] lhs                  hartmann6    seed=85  rows=12 (54.5m, eta 9m)
