commit,date,subject,research_era,purpose,important_files,conclusion_status,superseding_commit,paper_relevance,audit_notes
38e52324461bc18fb70cabebae888f2fc6a4fdb0,2026-08-25,feat: establish publication figure style system,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2cca3c478fdceb95054362d805857f5887a47fbf,2026-08-25,docs: plan publication figure implementation,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
03e6e809075c11a106459d18af8a0ebe0ad27a92,2026-08-25,"K0 computed: ambiguous, not a clean revive -- Piece A build paused pending a decision",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8f9c7b5fb9558a224e09469aeb5844982b112866,2026-08-25,Freeze SPADE-CALIBRATION-FIX-SPEC.md (Fix 2) before K0 is computed,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8dffaf712318d29f50a51de8c793dba2b57e25fd,2026-08-25,run_tau_quantile_followup.py: rescore ackley/hartmann6 certificate under quantile tau,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8a80e41424ed9c3056b0635554a703946308abcd,2026-08-25,docs: incorporate figure visual benchmark,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8aeba0b069087df2aa69a8a93a6c53a83db7a52d,2026-08-25,"tau_quantile: per-family quantile threshold, TDD, spec frozen before any result exists",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a6c91b7b3f5bf4ad06632ce354ed062c69cf17dc,2026-08-25,docs: update research summary after KF-3 follow-up,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
83d175598e421ac3ade031adb5216e26a2dacbe3,2026-08-24,docs: specify publication figure system,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1a4f47a8c0bceedc4cb048c9d3710d827ffa9e9e,2026-08-24,docs: reframe research summary around estimands,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
482e8354fa9c19c6867734be723877946a16445e,2026-08-24,docs: specify SPADE-first research summary,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
65e9675d3362a5ca2a151072da82a15eb0dbcffd,2026-08-24,docs: rewrite paper outline around SPADE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c7f6c8f2ccae594ca462909fe52b8fbd3561fb7a,2026-08-24,docs: plan SPADE-first outline rewrite,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
fdd4e911fc7c3e27c542820350a1e2db3eb077ca,2026-08-24,docs: reserve SPADE boundary-targeting claim,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4e78d903ee628c4b25bd4935a84523b018d3f6da,2026-08-24,docs: update SPADE paper spec after upstream results,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5db4b5d97387db7833a22d04af45a01033632745,2026-08-24,docs: specify SPADE-first paper outline rewrite,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3dd646c081441faea4a141627406b9b736c748a6,2026-08-24,docs: fix outline math rendering and navigation,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
23b3ce9131bda916ce1210a65a56ca1e575c969a,2026-08-24,docs: add project understanding outline,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e4b41a8d62405b3e9badc91036d780b2231aff0b,2026-08-24,docs: map codebase for paper work,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6b2f631ac2929b72e32094f6f11c9cf17873bc6b,2026-08-25,Add SPADE-RESULTS-AND-ANALYSIS.md: consolidated report with architecture/mechanism reframing,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
504d5995e9d37f7ee90c172f50f130c0b85cea41,2026-08-24,"KF-3 follow-up complete: KF-3b FAIL, KF-3c FAIL, KF-3d MOOT",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0a545824110bd064525571263fb7b1260663831c,2026-08-24,Erratum 3: pilot fired the terminal branch; K_ERR cut instead of rung 3,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a13d343b48ea651bf536b2cab744cfaa6f353947,2026-08-24,Confirm spade_cf_m0/spade_random_plate2 still reproduce committed rows exactly,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3881c19327bd879ad40707c2f41fce058adc8130,2026-08-24,"kf3_followup: EV(x) and repulsion-penalized batch selection, TDD",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4a23175a032b195f1fb9f7013b0d4f29055116ee,2026-08-24,"Erratum 2: exclusion_radius was hardcoded to 0.1, and its kernel didn't compose",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4326de1ccd2387c2ebb752cb2e926f9df955bdf3,2026-08-24,Erratum 1: EV(x) as first registered would have used ground truth,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6c5e86057eb9d21e6ad4c760435d8865df48b098,2026-08-24,Freeze SPADE-KF3-FOLLOWUP-SPEC.md before any code runs,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3fd6597f65c45635858ac04e7115550253a0e982,2026-08-24,"doe_unscreened complete: KF-2 resolved FAIL, validator green",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1bf51f11695ae348ffa8993ad42992141558fb80,2026-08-24,Merge remote-tracking branch 'origin/main',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
fe6e0ab6256544ccb68cf1fb77ab8071b07c13d9,2026-08-24,Implement doe_unscreened: the mandatory no-screening comparator (spec §4),UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c4e82a9f043a8e1e7c52b31fed440043f82c2c6e,2026-08-24,Fold the prospective study into section 5.9 -- and the method claim narrows,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b019cb3011d2f8579349622702c1311e905944be,2026-08-24,"Manifest written, validator run against all 7 conditions -- one blocker left, and it's known",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3a75e18e7b8c82e8705ce85398f1b69dec771140,2026-08-24,ALL SEVEN registered conditions complete -- S3 (rosenbrock) folded in,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9aaf22a574f01d26363681ca4a483f3a3ce7106e,2026-08-24,"S2 (levy) folded in -- a third, distinct pattern: the map barely discriminates at all",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5b09cf8140e5ec05e52a69e1d548dc7b3042ea51,2026-08-24,"S1 (ackley) folded in -- the pre-declared exception, cleanly confirmed",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8275a27e86f00faf3b8c6478788e3c19368655e8,2026-08-24,All four PRIMARY conditions (C1-C4) combined and analysed -- and the split reproduces at d=8,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b493ac17fabedeffc60a859ab3eb69cc9d87304c,2026-08-24,"C3 (hartmann6, d=6) folded into the combined artefacts -- and a genuine surprise",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
16073268448b25a6d9b090d56790488eb9f4ab0f,2026-08-24,"FINDINGS: C1+C2 combined picture, and the artefact-naming architecture logged",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
fcaf713ecddc118054e59ab1e4b15f80eb62e1b1,2026-08-24,"The TRUE combined artefacts: C1+C2 through merge_condition_rows, not C2 alone",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e0b26194aa68de8422752c1c3192a75a363e08db,2026-08-24,"merge_condition_rows -- the analyser's artefacts are SINGULAR, not per-condition",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b01502729d300b1f9bd8cc23437d428a7967e88c,2026-08-24,"Fix: primary gamma is SIGMA-DEPENDENT, and a flat constant said otherwise",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cad7b68bbef1e64310c76ace448073d0c3de6e80,2026-08-23,FINDINGS: C2's real results replace every NOT RUN label it settles,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
996cd81874d3e0a81da3a118329454034cd9a1db,2026-08-23,"Fix: KF-9 failed on the registered DIAGNOSTIC gamma, not just planned cells",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
dd75c91d88881911818e29726de9b13d8b90aae5,2026-08-23,Fix: above_ceiling was a condition-level flag copied onto every row's own gamma,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e9867910413b5fc99b3b5d2dfee919b24a5abf0d,2026-08-23,Fix: --map-cell was accepted by argparse and did nothing,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7c8959a777bafd730ebae93ea753ed43552ad5d2,2026-08-23,Merge remote-tracking branch 'origin/main',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6fd038d52b33a122e8fe623921b778961c39016e,2026-08-23,Add the analyser's test suite (missed in the prior commit),UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3d4ccc886c0206cc178fb815333dffa95c1f5916,2026-08-23,"Land the analyser, and align validator/figures/tests to the renamed artefacts",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ecd1e8b31d66117b9a33f16de619c5624121e0e3,2026-08-23,"Fold the design-space programme into RESEARCH-SUMMARY, and correct three stale documents",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7d3b2d6138c13d3fbde632181a79c0ad8b2648f8,2026-08-23,"FINDINGS: C2 n=50 result recorded as INCONCLUSIVE, and what remains stated explicitly",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4a0e273a0ce240e962ccc7465564afef2a31f2e7,2026-08-23,"Fix: hill keys silently capped the study at n=50, not the registered n=100",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8df2b967717f23ebd4faddc2c2f2cbf1978a4d61,2026-08-23,The release validator and figures -- and it immediately caught two of my defects,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
842ad1ad5cb3ca63c20b3d86a1d2ad7f4cbd8075,2026-08-23,Benchmark runner works end to end -- smoke caught three defects of mine,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2b353777a87b97253bcbec3154ecc2b41599c376,2026-08-23,"Feasibility COMMITTED before campaigns -- and a second defect of mine, fixed",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4832403d5cdf839cf4825788845732fb2c61165a,2026-08-23,"ERRATUM 1: I registered thresholds ABOVE the ceiling, and the gate caught it",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9f76d1ef1739096441e241be725d14487a3eebfb,2026-08-23,"The plate-2 composer -- and the arms are NESTED, which is what makes m0/m4/m8 read",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bc0540fa5c338a38a0d5b6ab513fe943ece3d9de,2026-08-23,"The feasibility gate -- runs BEFORE any campaign, and the smoke test already bit",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
24637586a77ab06d1cddb3904df3c97aa11a3d5e,2026-08-23,"Row schema + threshold facts -- and a test of mine was wrong, recorded not hidden",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
173e8f0ec08b672f5ac7aa0aa7037a8c87e54d6c,2026-08-23,SPADE for researchers: the practitioner's guidebook,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1f489305c7dbaafd1d0cf1bc47de74d483c826d7,2026-08-23,"The pre-run regime classifier, tests first -- and the branch ORDER is registered",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
49256cfd0b425e58d5bc9d1813fe5747bf69f81c,2026-08-23,"Rule L1, tests first -- and the radius is inherited, not tuned",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c4f58d392861e5d21f7013c49e7d0988847a1cc8,2026-08-23,"REGISTER spade-final-2026-08-23: the frozen spec, before any runner file exists",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a316121cc10bef80115a06539e38b44ea03e5515,2026-08-23,"PERPLEXITY-SPADE-FINAL: open the log with reconnaissance, before any plan exists",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
08afb2435fb9b8fb607fa3f946bff9f72367a055,2026-08-23,"FINDINGS 44: the Version C index -- where every number, file and runner lives",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
186e32e08de08eb7e6030522426712fd7e976891,2026-08-23,"FINDINGS 42: the BO conventions gap closes, and SPADE is a low-variance middling arm",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2ce9652b25d3f031f61ca22a0f5dc8773624b868,2026-08-23,"P8 COMPLETE: SPADE's certificate off hill, and section 14's withdrawn claim is true elsewhere",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
90d2499eee1378946beadfc02a080342fdd9f032,2026-08-23,"P8.2: the two metrics will disagree about P3, and my Erratum 33 expectation was wrong",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
12b6f9dcb94eddf5bf0f9ef1aad639b0c389e69e,2026-08-23,"P8.1's adjudicator, written BEFORE rosenbrock finished and before ackley started",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5a3d082e6e5b83bf5d17df35e3cdd0e68dc0114c,2026-08-23,"Erratum 33: P8.1's primary metric is n-dependent, and P3 already looks wrong -- neither is amended",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c5045587fff885187c5ddebaf2121de569196b44,2026-08-23,"PRE-REGISTER P8.1: certificate emptiness is ordered by max tau_q, before rosenbrock or ackley runs",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
08de57a9741d9e0ed7b9d7f939f276f9bf2a5efb,2026-08-23,"P8 analyser, tests first -- and hartmann6 certifies NOTHING in 22 of 24 cells",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
329c58229075b2caa8949b84fd0cfa259a75c6a5,2026-08-23,"Tier 1 document corrections were already applied -- verified, not assumed, and not re-edited",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7c109c842354b887c773fe325f6aa06123c9b6e7,2026-08-23,Section 40: three Phase 2-4 results that were only in the decision logs,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b22bb58ed5dbf9a1a7955a71f5c036c55b38ec9b,2026-08-23,"FINDINGS 40: the loophole audit. Three Version C claims fail, including my own headline.",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8747765bb7461c11bdf0ff8e6a1c4d6178d69f7d,2026-08-23,"coord AUPRC re-score: the last cheap outstanding item, and it needed no new code",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
10deca84b3c23768b20f248b814c55754af1ceb6,2026-08-23,Section 4's prediction FAILS -- and my own verdict function had the confound in it,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cb13e7fd9dacd6acbdc870b29042247e964ec2dc,2026-08-22,"Handoff: P8 is live, and the form1 runs are done",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2941a2032eb23886bdda7b709e8bf3b855468300,2026-08-22,"P8 runner, tests first -- and the gate caught two bugs in my own scorer before the run",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b281d4b89b09ef044db08107ae4055b3294bc9f0,2026-08-22,"Register P8: SPADE certificate off hill, before the runner exists",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
932809df117465cd4bd7f4e96a4df87945f582f1,2026-08-22,Test section 4's registered component prediction on the family that discriminates it,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7aa8dcecdf6837588ccb1942577d2e150a881322,2026-08-22,"HANDOFF 8.3: the kill ledger is closed, eight adjudicated",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
370a6e7c15e6a0a6dd857a0d38334f2bcf194a64,2026-08-22,"FINDINGS 38 becomes a RESULT, and two findings the run produced that were not registered",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
fc30aa434794ce76b55d57fc2a8e9b7458635537,2026-08-22,"The kill summary said ""No kill fired"" on a run where K-C7 fired",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
73a5d4f5a8aea49df00001aa75989e3ac4589bc4,2026-08-22,Version C sigma=0.25 COMMITTED: K-C2 clears the hard stop. All eight kills adjudicated.,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5ffd458c668ae7b50102395f182aa0b8ef637286,2026-08-22,"Version C sigma=0.10 COMMITTED: K-C1 and K-C3 pass, and K-C1 beats r*",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cf18bf21b7d5209ac81ced478f22120c56f07140,2026-08-22,"Track the 10 completed run logs, matching what this repo already does for 109 others",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7b72fefdc54aa5c71fc6f3d8764771e463741425,2026-08-22,"Repair 27 SHA citations after the purge, and stop p6-families.json re-entering the index",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
14e2c50570745ac20a048aed8dfc6f7eff159336,2026-08-22,Recapture the pre-purge SHA list at 53 commits,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3ecd4a7a3a4244cf4d3d02912a377e6eb47baf8d,2026-08-22,"Clear the working tree, and let the citation repair align on a prefix",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
529460f92bd0b55b3bdb11434e59e01aa22b45c2,2026-08-22,"The citation-repair helper and the pre-purge SHA list, so the rewrite is recoverable",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
25fcc9f7b463cbcf9b1a43ad9a1039c4d137525f,2026-08-22,"Label outstanding work: one blocker gates everything, and it is a history rewrite",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5a5d94889db632ed8e68c1121e15e6f8e7dd6802,2026-08-22,Split p6-families.json into 8 shards so the repo can be pushed at all,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7d34e7bcbafa7303511d2988fe16529c2788b93b,2026-08-22,SPADE is IN E7 at both sigmas -- and at sigma=0.10 five arms beat their own oracle-best,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e25b7d5487e3d31066f38baab2f40bf1ae229009,2026-08-22,"FINDINGS 38: the re-score, recorded WHILE running, and K-C7 marked fired",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2c3a321defc4b3a155ef3cf673e228d27b266e19,2026-08-22,"SPADE goes into E7 at 48 wells. It was absent for a mundane reason, not a principled one.",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b849e9cbb45fca8af4c0199b960f86af64d744c8,2026-08-22,"Handoff: three of the four short-list items are closed, and K-C7 has a verdict",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
733c2b054d75fa1f0b110a0e4e810da6cbb5ce53,2026-08-22,"Register K-C7 FIRED, with the scope of the negative result and the smoke disclosure",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
debeffb2e4d99642ac63719c39f4b1bfe23cc85c,2026-08-22,"K-C7 FIRED: the detector separates nothing, 0 of 50 on both held-out families",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a8b1009c70da53f8c7551ef223dfc83728f94955,2026-08-22,"Section 36: E7 committed, and at sigma=0.10 the terminal rule separates identical arms 70x",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bf4526d4edf9636e159ecf88e28f34a626ca32de,2026-08-22,E7 is a committed artefact at last -- and every number I withdrew comes back exact,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9d97f6435a3581dcd8b1f19d1dd833adcb2b4377,2026-08-22,Erratum 32: Erratum 28 was wrong -- I withdrew two numbers that had a committed source,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
56713be5b8022f85f1db6d158be1060f77fc6426,2026-08-22,"The one-shot held-out runner, tests first -- and a disclosure about the smoke run",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a797afa1b5b93e63eef81e2fe25f63c3ef025b3e,2026-08-22,"Erratum 31: _instance_seed is dead code, and my freeze block told the runner to reuse it",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b7dcc414199cde078f0708b89de53e1980521ec2,2026-08-22,"FREEZE: the Version C detector rule is frozen, before hartmann6 or ackley is touched",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8a677414c1c6a91a5421297712971d42659b8a0f,2026-08-22,Evaluate Version C's kill conditions. The run computes columns and decides nothing.,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7f32d087db52cc3c21c6293b4508bbce13f55b7f,2026-08-22,"Version C audit: eight kill conditions registered, ZERO adjudicated",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f6c2bf6e06acc3d4ed6ad2f33e64c1a245afdda2,2026-08-22,Handoff rewritten as the resume point -- and four reported numbers died on the first check,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e2ef7e58bd5bc24166ddabcd578c0aa9de394cf3,2026-08-22,"Version C Form 1: the re-score runner. Zero new wells, and the gate caught my bug.",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8635574a7397a800f743eb7a17e55f90a00183d0,2026-08-22,"Correct section 26: the ""consistent ~30%"" was an artefact of my sigma_add bug",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
